馬ID,馬名,日付,場,R,レース名,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,馬場種別,距離,馬場
2017100627,コスモギンガ,2024-07-29,大井,12,へびつかい座特別競走(C1C2),10,4,4,32.9,6,4,田中洸多,50,ダ,1650,良
2017100627,コスモギンガ,2024-07-11,大井,8,カカオ・フィズ賞(C2三),14,4,6,193.9,14,8,大木天翔,54,ダ,1600,良
2017100627,コスモギンガ,2024-06-24,大井,12,オフト後楽園賞競走(C1),9,2,2,122.2,9,7,山林堂信,54,ダ,1650,重
2017100627,コスモギンガ,2024-06-05,大井,7,C1五 六七(C1六),11,6,7,214.7,11,10,山林堂信,54,ダ,1400,稍
2017100627,コスモギンガ,2024-05-15,大井,6,C1五 六七(C1六),13,5,7,183.0,13,13,大木天翔,54,ダ,1600,重
2017100627,コスモギンガ,2024-04-25,大井,6,C1五 六七(C1六),13,5,6,273.7,13,10,大木天翔,54,ダ,1600,重
2017100627,コスモギンガ,2024-04-08,大井,12,かに座特別競走(C1),11,7,8,126.1,10,9,大木天翔,54,ダ,1650,重
2017100627,コスモギンガ,2024-03-21,大井,12,うみへび座特別競走(C1C2),15,8,15,189.5,14,13,大木天翔,52,ダ,1400,良
2017100627,コスモギンガ,2024-02-26,大井,8,C1五 六七(C1六),11,5,5,355.1,11,7,大木天翔,51,ダ,1600,重
2017100627,コスモギンガ,2024-02-16,大井,11,エリダヌス座特別競走(C1),11,7,8,109.5,10,10,大木天翔,51,ダ,1650,良
2017100627,コスモギンガ,2024-01-22,大井,7,C1五 六,14,3,3,323.2,14,7,大木天翔,51,ダ,1600,不
2017100627,コスモギンガ,2023-12-29,大井,10,BSフジ賞競走(C1C2),15,8,14,242.7,10,14,大木天翔,52,ダ,1400,良
2017100627,コスモギンガ,2023-12-15,川崎,12,45thホワイトクリ(C1C2),14,8,14,136.5,11,3,大木天翔,52,ダ,1600,稍
2017100627,コスモギンガ,2023-12-07,大井,7,C1 C2 選抜牝馬(C1C2),13,7,10,62.3,10,6,大木天翔,52,ダ,1600,良
2017100627,コスモギンガ,2023-11-17,大井,12,ひいらぎ特別競走(C1),12,8,12,93.9,9,9,大木天翔,51,ダ,1650,不
2017100627,コスモギンガ,2023-11-03,大井,8,ほうおう座特別競走(C1),16,4,7,170.9,14,9,大木天翔,51,ダ,2000,良
2017100627,コスモギンガ,2023-10-06,大井,12,錦秋特別競走(C1),12,6,8,123.1,10,8,大木天翔,51,ダ,1650,重
2017100627,コスモギンガ,2023-05-22,大井,9,JAいちかわ賞競走(C1),9,6,6,108.7,8,7,大木天翔,51,ダ,2000,稍
2017100627,コスモギンガ,2023-05-11,大井,10,おとめ座特別競走(C1),,1,1,,,,大木天翔,51,ダ,2000,良
2017100627,コスモギンガ,2023-04-21,大井,12,かに座特別競走(C1),12,6,7,119.4,10,6,大木天翔,51,ダ,1650,良
2017100627,コスモギンガ,2023-03-31,大井,6,C1二 三四(C1三),14,1,1,101.3,12,13,大木天翔,51,ダ,1600,重
2017100627,コスモギンガ,2023-03-10,大井,12,ふたご座特別競走(C1),11,1,1,83.4,10,9,山林堂信,54,ダ,1650,良
2017100627,コスモギンガ,2023-02-21,大井,10,はと座特別競走(C1),15,8,15,194.5,14,12,山林堂信,54,ダ,1700,良
2017100627,コスモギンガ,2023-01-27,大井,7,C1二 三四(C1三),14,6,9,103.8,11,6,山林堂信,54,ダ,1600,良
2017100627,コスモギンガ,2022-12-28,大井,12,ラストトゥインクル賞(B3),11,4,4,73.8,9,5,山林堂信,54,ダ,1650,稍
2017100627,コスモギンガ,2022-12-08,大井,9,B3五,13,5,7,248.6,11,11,大木天翔,51,ダ,1600,不
2017100627,コスモギンガ,2022-11-14,大井,12,シリウス賞競走(B3),14,6,9,258.1,14,8,大木天翔,51,ダ,1600,良
2017100627,コスモギンガ,2022-11-04,大井,12,ポルックス賞競走(B3),12,7,10,172.9,10,10,大木天翔,51,ダ,1650,良
2017100627,コスモギンガ,2022-10-07,大井,10,イヴニングスター賞競(B2B3),13,7,11,208.0,13,12,大木天翔,50,ダ,1600,不
2017100627,コスモギンガ,2022-09-22,大井,12,ミザール賞競走(B3),12,7,9,118.4,11,7,大木天翔,51,ダ,1600,重
2017100627,コスモギンガ,2022-09-05,大井,12,ロマンティックナイト(B3),12,7,9,222.6,11,5,菅原涼太,52,ダ,1600,良
2017100627,コスモギンガ,2022-08-14,大井,10,鐙坂賞競走(B3),11,2,2,71.0,8,8,菅原涼太,52,ダ,1650,重
2017100627,コスモギンガ,2022-07-26,大井,10,トゥインクルサマー賞(B3),9,5,5,38.7,7,8,菅原涼太,52,ダ,1800,不
2017100627,コスモギンガ,2022-07-14,大井,12,アルタイル賞競走(B3),9,5,5,54.9,8,4,菅原涼太,52,ダ,1800,不
2017100627,コスモギンガ,2022-06-28,大井,9,ニュートラック福島賞(B3),14,4,5,228.5,14,9,菅原涼太,51,ダ,1800,良
2017100627,コスモギンガ,2022-06-08,大井,8,グラスホッパー賞(B3),12,6,7,55.1,8,11,菅原涼太,51,ダ,1400,重
2017100627,コスモギンガ,2022-05-23,大井,10,東郷坂賞競走(B3),12,5,5,95.7,11,9,岡村健司,54,ダ,1400,稍
2017100627,コスモギンガ,2022-05-11,大井,10,行人坂賞競走(B3),9,7,7,152.7,8,8,岡村健司,54,ダ,1400,良
2017100627,コスモギンガ,2022-04-22,大井,9,B3四,14,7,11,77.8,12,11,西啓太,54,ダ,1400,重
2017100627,コスモギンガ,2022-03-29,大井,10,十貫坂賞競走(B3),13,3,3,248.3,13,10,西啓太,54,ダ,1400,重
2017100627,コスモギンガ,2022-03-11,大井,9,B3四,16,7,14,496.1,15,14,西啓太,54,ダ,1400,良
2017100627,コスモギンガ,2022-02-07,大井,10,狸穴坂賞競走(B3),15,5,9,104.8,12,10,西啓太,54,ダ,1200,良
2017100627,コスモギンガ,2022-01-25,大井,10,芋洗坂賞競走(B3),15,8,14,310.6,14,12,保園翔也,54,ダ,1400,良
2017100627,コスモギンガ,2021-12-28,大井,10,カプリコーン賞競走(B2),12,6,8,175.6,10,6,保園翔也,54,ダ,1650,稍
2017100627,コスモギンガ,2021-12-10,大井,11,スポーツニッポン賞競(B1B2),16,8,15,384.5,15,11,保園翔也,53,ダ,2000,重
2017100627,コスモギンガ,2021-11-16,大井,10,霜月賞競走(B2B3),16,3,6,184.3,15,10,町田直希,55,ダ,1800,良
2017100627,コスモギンガ,2021-10-31,大井,10,サンタアニタウィーク(B2),14,7,11,330.8,14,9,町田直希,54,ダ,1600,重
2017100627,コスモギンガ,2021-10-08,大井,12,今年の冬もメガイルミ(B2),16,3,6,183.5,15,13,山崎良,54,ダ,1600,良
2017100627,コスモギンガ,2021-09-20,大井,9,トキメク、ミナトク。(B2),12,3,3,304.6,12,8,山崎良,54,ダ,1600,稍
2017100627,コスモギンガ,2021-09-08,大井,10,2009お客様感謝デ(B2),14,7,12,287.8,14,12,山崎良,54,ダ,1400,重
2017100627,コスモギンガ,2021-08-17,大井,12,ペリドット賞競走(B2),14,8,13,173.0,14,11,山崎良,54,ダ,1800,不
2017100627,コスモギンガ,2021-08-05,大井,12,トゥインクルっていい(B2),13,6,8,146.2,13,9,山崎良,54,ダ,1400,良
2017100627,コスモギンガ,2021-07-15,大井,12,カーネリアン賞競走(B1B2),11,5,5,59.9,10,9,菅原涼太,50,ダ,1600,稍
2017100627,コスモギンガ,2021-06-29,大井,12,風待月賞競走(B1B2),14,8,14,90.6,13,13,大木天翔,50,ダ,1600,不
2017100627,コスモギンガ,2021-06-08,大井,12,ムーンストーン賞競走(B2),14,5,7,233.2,13,10,江里口裕,54,ダ,1600,稍
2017100627,コスモギンガ,2021-05-17,大井,11,さつき賞競走(B2),13,8,12,141.5,13,11,江里口裕,54,ダ,1800,良
2017100627,コスモギンガ,2021-04-28,大井,6,デネボラ賞(B1B2),8,4,4,19.9,6,7,本田正重,53,ダ,1800,良
2017100627,コスモギンガ,2021-02-27,小倉,10,日田特別(1勝クラス),13,5,7,117.2,13,11,原田和真,54,芝,2000,稍
2017100627,コスモギンガ,2021-02-21,小倉,7,4歳以上1勝クラス,15,1,1,40.5,10,10,黛弘人,54,芝,1800,良
2017100627,コスモギンガ,2020-12-06,中京,7,3歳以上1勝クラス,18,5,10,206.4,16,17,柴田未崎,53,芝,2200,良
2017100627,コスモギンガ,2020-11-14,福島,10,三春駒特別(1勝クラス),16,5,10,33.9,9,9,丹内祐次,53,芝,1800,良
2017100627,コスモギンガ,2020-11-01,福島,9,3歳以上1勝クラス,16,8,15,16.8,8,11,丹内祐次,53,芝,2000,良
2017100627,コスモギンガ,2020-07-19,函館,8,3歳以上1勝クラス,12,5,5,4.5,2,7,丹内祐次,52,芝,1800,良
2017100627,コスモギンガ,2020-07-12,函館,9,3歳以上1勝クラス,8,3,3,3.9,3,3,丹内祐次,52,芝,2000,良
2017100627,コスモギンガ,2020-06-20,東京,7,3歳以上1勝クラス,11,8,10,6.8,4,4,野中悠太,52,芝,2000,稍
2017100627,コスモギンガ,2020-05-17,東京,5,3歳1勝クラス,7,5,5,33.3,7,3,野中悠太,54,芝,2000,良
2017100627,コスモギンガ,2020-04-18,中山,9,山藤賞(1勝クラス),8,5,5,57.1,8,2,野中悠太,54,芝,2000,不
2017100627,コスモギンガ,2020-03-31,中山,9,ミモザ賞(1勝クラス),11,2,2,77.0,11,10,丹内祐次,54,芝,2000,稍
2017100627,コスモギンガ,2019-11-30,中山,9,葉牡丹賞(1勝クラス),12,6,7,95.8,11,10,柴田大知,54,芝,2000,良
2017100627,コスモギンガ,2019-11-03,福島,9,きんもくせい特別(1勝クラス),7,7,7,13.4,5,3,横山武史,54,芝,1800,良
2017100627,コスモギンガ,2019-10-20,東京,2,2歳未勝利,10,3,3,22.2,6,1,丹内祐次,54,芝,2000,良
2017100627,コスモギンガ,2019-09-28,中山,2,2歳未勝利,15,4,7,220.5,12,9,柴田大知,54,芝,2000,良
2017100627,コスモギンガ,2019-09-14,中山,5,2歳新馬,11,7,9,67.1,6,8,柴田大知,54,芝,1800,良
2017101047,カガヤキスバル,2026-06-11,大井,9,C2六 七八(C2七),14,3,4,91.6,9,14,高橋昭平,56,ダ,1200,稍
2017101047,カガヤキスバル,2026-05-20,大井,10,ポートサイド賞(C2七),12,6,8,46.9,9,7,高橋昭平,56,ダ,1200,良
2017101047,カガヤキスバル,2026-04-30,大井,6,C2五 六,14,6,10,50.0,10,8,高橋昭平,56,ダ,1200,稍
2017101047,カガヤキスバル,2026-04-16,大井,6,C2七 八九(C2八),14,2,2,53.4,11,7,高橋昭平,56,ダ,1200,不
2017101047,カガヤキスバル,2026-03-25,大井,6,C2七 八九(C2八),14,5,8,47.8,9,9,高橋昭平,56,ダ,1200,良
2017101047,カガヤキスバル,2026-03-10,大井,9,C2十 1112(C211),14,7,12,73.1,10,1,高橋昭平,56,ダ,1200,稍
2017101047,カガヤキスバル,2026-02-18,大井,4,渋谷川賞(C2),14,8,13,39.9,10,7,高橋昭平,56,ダ,1200,稍
2017101047,カガヤキスバル,2026-01-27,大井,9,C211 1213(C212),14,1,1,143.2,9,10,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2026-01-14,大井,7,C2十 11,12,6,7,50.9,7,8,高橋昭平,56,ダ,1200,良
2017101047,カガヤキスバル,2025-12-26,大井,5,C212 1314(C213),14,3,4,40.8,10,6,高橋昭平,56,ダ,1200,重
2017101047,カガヤキスバル,2025-12-03,大井,8,モンタナ賞(C2十),15,7,13,14.5,3,14,高橋昭平,56,ダ,1200,良
2017101047,カガヤキスバル,2025-11-10,大井,7,C215 1617(C216),12,8,11,29.9,6,2,高橋昭平,56,ダ,1200,稍
2017101047,カガヤキスバル,2025-10-22,大井,2,C3一 二,12,8,13,40.6,9,1,高橋昭平,56,ダ,1200,稍
2017101047,カガヤキスバル,2025-10-07,大井,2,C3一 二,13,7,10,35.1,9,5,高橋昭平,56,ダ,1200,良
2017101047,カガヤキスバル,2025-09-17,大井,2,C3一 二,9,6,6,18.4,6,8,高橋昭平,56,ダ,1200,良
2017101047,カガヤキスバル,2025-09-05,大井,2,C3一 二,13,4,6,60.8,10,5,高橋昭平,56,ダ,1200,不
2017101047,カガヤキスバル,2025-03-13,大井,3,C3一 二三(C3二),16,7,13,84.1,9,5,吉井章,56,ダ,1200,不
2017101047,カガヤキスバル,2025-02-21,大井,1,C3一 二,14,7,12,18.6,7,8,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2025-01-30,大井,2,C3一 二,12,8,11,58.5,9,2,吉井章,56,ダ,1600,良
2017101047,カガヤキスバル,2024-09-09,大井,6,ソノラ賞(C2),16,7,13,32.4,10,12,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2024-08-12,大井,10,C2十 1112(C211),14,6,9,47.2,11,14,福原杏,56,ダ,1200,良
2017101047,カガヤキスバル,2024-07-29,大井,9,C2十 11,15,2,3,11.9,6,7,福原杏,56,ダ,1200,良
2017101047,カガヤキスバル,2024-07-08,大井,7,C2十 11,15,3,5,12.6,6,4,福原杏,56,ダ,1200,稍
2017101047,カガヤキスバル,2024-06-25,大井,9,C2九 十,13,5,6,6.7,4,5,福原杏,56,ダ,1200,重
2017101047,カガヤキスバル,2024-06-05,大井,5,C2十 11,13,8,13,19.7,5,4,本橋孝太,56,ダ,1200,稍
2017101047,カガヤキスバル,2024-05-14,大井,12,C212 13,14,5,7,15.9,6,10,本橋孝太,56,ダ,1200,重
2017101047,カガヤキスバル,2023-12-31,大井,6,C2二 三四(C2三),15,8,15,9.8,5,3,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2023-12-07,大井,6,C2六 七,15,5,8,18.5,6,2,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2023-11-15,大井,7,C2五 六,16,4,7,29.9,6,6,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2023-11-01,大井,7,C2七 八九(C2八),14,5,7,8.5,4,2,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2023-10-04,大井,6,C2七 八,14,2,3,6.5,3,3,張田昂,56,ダ,1200,不
2017101047,カガヤキスバル,2023-09-18,大井,9,C2七 八,10,3,3,12.4,4,6,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2023-08-16,大井,6,C2六 七八(C2七),11,3,3,17.2,6,6,張田昂,56,ダ,1200,不
2017101047,カガヤキスバル,2023-08-02,大井,7,ビリーズカフェ&amp;ダイ(C2七),14,2,2,25.5,7,4,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2023-07-12,大井,6,C2六 七,13,7,10,10.7,4,6,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2023-06-07,大井,7,C2七 八,12,8,12,3.2,1,1,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2023-05-23,大井,5,C2九 十,14,6,9,10.7,6,3,張田昂,56,ダ,1200,不
2017101047,カガヤキスバル,2023-05-10,大井,6,C2七 八,16,7,13,9.9,6,5,張田昂,56,ダ,1200,稍
2017101047,カガヤキスバル,2023-04-18,大井,6,C2十 11,16,6,11,46.8,12,2,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2023-03-28,大井,6,C2九 十11(C2十),16,1,1,66.1,10,12,的場文男,56,ダ,1200,不
2017101047,カガヤキスバル,2023-03-07,大井,7,C211 1213(C212),16,5,9,54.0,10,13,的場文男,56,ダ,1200,良
2017101047,カガヤキスバル,2023-02-21,大井,7,C2十 11,16,1,2,22.4,7,13,新原周馬,55,ダ,1200,良
2017101047,カガヤキスバル,2023-01-24,大井,4,蛇崩川賞(C2),14,7,12,26.6,6,8,新原周馬,55,ダ,1600,良
2017101047,カガヤキスバル,2022-12-30,大井,7,C2三 四,16,8,16,51.8,8,6,的場文男,56,ダ,1200,良
2017101047,カガヤキスバル,2022-12-09,大井,6,C2一 二三(C2二),16,4,7,15.6,5,6,的場文男,56,ダ,1200,重
2017101047,カガヤキスバル,2022-11-18,大井,8,プレリュード・フィズ(C2),16,8,15,49.1,8,6,的場文男,56,ダ,1200,良
2017101047,カガヤキスバル,2022-11-03,大井,4,C2四 五,15,6,10,21.9,7,3,的場文男,56,ダ,1200,良
2017101047,カガヤキスバル,2022-10-07,大井,7,鉄道発祥地港区賞(C2),15,3,4,11.1,3,9,的場文男,56,ダ,1200,不
2017101047,カガヤキスバル,2022-09-22,大井,9,C2三 四,14,7,11,13.7,6,6,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2022-09-07,大井,6,C2五 六,14,8,13,24.3,8,2,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2022-08-17,大井,7,C2五 六,14,1,1,19.2,7,8,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2022-07-27,大井,12,C2五 六七(C2六),14,5,7,14.0,6,7,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2022-07-13,大井,6,C2六 七,14,7,12,33.5,9,5,張田昂,56,ダ,1200,不
2017101047,カガヤキスバル,2022-07-01,大井,7,C2二 三,14,2,2,19.1,7,5,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2022-06-09,大井,9,C2一 二三(C2二),15,3,5,18.9,5,9,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2022-05-27,大井,9,C2三 四五(C2四),16,6,11,16.6,7,6,張田昂,56,ダ,1200,不
2017101047,カガヤキスバル,2022-05-13,大井,9,C2一 二三(C2二),14,5,8,79.8,10,4,張田昂,56,ダ,1200,不
2017101047,カガヤキスバル,2022-04-22,大井,6,C2四 五,16,7,14,99.5,11,8,張田昂,56,ダ,1200,不
2017101047,カガヤキスバル,2022-04-01,大井,6,C2一 二三(C2二),,6,11,,,,張田昂,56,ダ,1200,不
2017101047,カガヤキスバル,2022-03-11,大井,6,C2二 三,16,3,5,154.1,14,15,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2022-02-11,大井,8,C2一 二三(C2二),16,5,10,97.7,11,7,張田昂,56,ダ,1200,不
2017101047,カガヤキスバル,2022-01-28,大井,9,C2一 二三(C2二),16,2,4,81.8,11,16,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2021-12-30,大井,12,C1四 五,12,4,5,59.1,9,12,石川駿介,56,ダ,1200,良
2017101047,カガヤキスバル,2021-09-09,大井,9,2017ララベルJB(C1),13,6,9,22.3,12,5,張田昂,56,ダ,1200,不
2017101047,カガヤキスバル,2021-08-18,大井,8,ちばりよー沖縄!わし(C1五),14,3,3,110.0,13,3,張田昂,56,ダ,1400,不
2017101047,カガヤキスバル,2021-08-05,大井,8,C1五 六,14,7,12,134.2,14,13,張田昂,56,ダ,1600,良
2017101047,カガヤキスバル,2021-07-14,大井,7,C1五 六七(C1六),14,4,5,59.9,12,11,張田昂,56,ダ,1600,稍
2017101047,カガヤキスバル,2021-07-02,大井,8,C1二 三,12,6,8,62.0,8,5,張田昂,56,ダ,1600,不
2017101047,カガヤキスバル,2021-06-11,大井,7,C1一 二三(C1二),14,4,5,87.8,12,13,張田昂,56,ダ,1400,良
2017101047,カガヤキスバル,2021-05-20,大井,9,C1四 五,13,5,7,76.0,9,11,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2021-04-29,大井,9,C1四 五,13,6,8,74.1,8,9,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2021-04-16,大井,9,C1三 四五(C1四),15,7,13,110.3,15,11,張田昂,56,ダ,1200,稍
2017101047,カガヤキスバル,2021-03-26,大井,8,C1一 二三(C1二),13,8,12,83.1,10,9,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2021-03-12,大井,7,C1一 二三(C1二),16,6,11,77.6,11,10,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2021-02-16,大井,10,C1六 七,16,6,12,235.6,14,1,張田昂,56,ダ,1200,重
2017101047,カガヤキスバル,2021-01-19,大井,10,C1六 七,16,2,4,121.3,15,12,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2020-12-29,大井,11,BSフジ賞(C1),16,8,16,52.3,10,15,矢野貴之,56,ダ,1200,良
2017101047,カガヤキスバル,2020-12-08,大井,10,C1七 八,15,2,3,73.7,10,7,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2020-11-17,大井,8,ホスピタリティ賞(C1七),13,7,11,48.9,9,12,張田昂,56,ダ,1200,良
2017101047,カガヤキスバル,2020-11-02,大井,9,C1九 十,14,8,13,5.1,3,13,矢野貴之,56,ダ,1200,良
2017101047,カガヤキスバル,2020-10-19,浦和,10,鉄道のまち大宮賞(C1),12,5,5,18.2,5,9,笹川翼,56,ダ,1500,重
2017101047,カガヤキスバル,2020-10-06,大井,8,農のあるまちねりま賞(C1),12,4,4,10.0,5,中,矢野貴之,56,ダ,1200,良
2017101047,カガヤキスバル,2020-06-05,大井,2,3歳 500万,9,1,1,1.9,1,4,矢野貴之,56,ダ,1200,良
2017101047,カガヤキスバル,2020-05-22,大井,2,3歳 800万,12,6,8,16.5,5,4,矢野貴之,56,ダ,1200,不
2017101047,カガヤキスバル,2020-04-30,大井,2,3歳 210万,14,5,8,10.6,5,1,矢野貴之,56,ダ,1200,稍
2017101047,カガヤキスバル,2020-04-09,大井,2,3歳 280万,16,3,5,34.9,5,11,本橋孝太,56,ダ,1200,良
2017101047,カガヤキスバル,2020-03-17,大井,1,3歳 285万,12,1,1,21.9,6,4,的場文男,56,ダ,1200,重
2017101047,カガヤキスバル,2020-02-25,大井,3,3歳 200万,14,8,14,30.7,11,14,的場文男,56,ダ,1600,良
2017101047,カガヤキスバル,2020-02-04,大井,1,3歳 130万,14,8,14,66.7,10,2,的場文男,56,ダ,1200,良
2017101047,カガヤキスバル,2020-01-22,大井,2,3歳 120万,13,5,7,51.6,8,6,的場文男,56,ダ,1600,重
2017101047,カガヤキスバル,2019-12-30,大井,2,2歳 116万,14,3,3,50.9,11,13,的場文男,55,ダ,1400,稍
2017101047,カガヤキスバル,2019-12-04,大井,2,2歳 250万,14,8,13,55.8,9,11,的場文男,55,ダ,1200,重
