コーナー,通過順
2コーナー,"4,8,9,(2,6,12),(5,7),13,3,(1,10),11"
3コーナー,"(4,8)-(2,9),12-6,(5,7),3,1-(13,10)-11"
4コーナー,"4,8-(2,9,12),(6,7),(5,3),1-10,13=11"
