着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,7,モリデンステルス,牡6,56.0,矢野貴之,1:26.8,,1,2.0,38.2,大井 鈴木啓之,490(-3)
2,3,3,イタロ,牡5,56.0,石川駿介,1:27.2,2,6,38.5,38.7,大井 高橋清顕,485(0)
3,7,9,シャドウキャッスル,牡4,56.0,和田譲治,1:27.3,3/4,2,3.0,38.8,大井 真島大輔,478(+2)
4,2,2,ケンヴィヴァルディ,牡5,56.0,達城龍次,1:27.4,1/2,4,7.5,38.0,大井 堀千亜樹,524(-3)
5,1,1,リコーテリア,牝4,54.0,吉井章,1:27.5,1/2,3,5.1,37.7,大井 荒山勝徳,502(+2)
6,8,11,ヨゾラノムコウニ,牡5,56.0,江里口裕,1:27.8,1.3/4,7,42.4,38.6,大井 上杉昌宏,499(-1)
7,5,5,ユーヒナタ,牝6,54.0,千田洋,1:28.0,3/4,5,37.3,38.6,大井 村上頼章,485(+2)
8,7,8,イチニチショチョウ,牡5,56.0,菅原涼太,1:28.6,3,9,107.9,39.4,大井 嶋田幸晴,502(0)
9,6,6,チューウィー,牝7,54.0,東原悠善,1:28.8,1,10,169.4,38.3,大井 佐々木忠,470(-1)
10,4,4,ワールドエンパイア,牡5,56.0,鷹見陸,1:28.9,クビ,8,87.1,38.8,大井 蛯名雄太,497(0)
11,8,10,エイシンネクタル,牡6,56.0,遠藤健太,1:29.4,2.1/2,11,242.3,40.1,大井 遠藤茂,476(-4)
