馬番,枠番,馬名,性齢,斤量,騎手,前走着順,前走レース名,上がり3F,調教評価,脚質
4,4,モンサンマナオラナ,牝2,54.0,笹川翼,,,38.3,,
1,1,ルックライクレイン,牝2,54.0,安藤洋一,,,39.0,,
3,3,カチャ,牝2,54.0,藤本現暉,,,39.5,,
5,5,キュキュキュート,牝2,54.0,中村尚平,,,40.5,,
9,8,モーモールーツ,牝2,54.0,石川駿介,,,41.1,,
6,6,ソレイユダーム,牝2,51.0,▲西優哉,,,41.5,,
2,2,ダスマパーティ,牝2,54.0,田中洸多,,,42.2,,
7,7,ユウユウプロースト,牝2,51.0,▲高橋優,,,41.5,,
8,8,ユウユウザローズ,牝2,54.0,岡村健司,,,43.6,,
