券種,組み合わせ,配当,人気
単勝,11,960,4
複勝,11,370,4
複勝,1,710,10
複勝,8,940,12
枠連,1-6,3790,17
馬連,1-11,13870,45
ワイド,1-11,5090,54
ワイド,8-11,7050,70
ワイド,1-8,6280,66
馬単,11-1,26720,88
3連複,1-8-11,130960,283
3連単,11-1-8,719920,473
