着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,バレアレス,牡4,56.0,矢野貴之,1:42.8,,1,1.7,39.4,大井 阪本一栄,550(-2)
2,7,12,ポリアンセモス,牝4,54.0,笹川翼,1:43.6,4,2,2.6,40.2,大井 藤田輝信,488(+7)
3,3,4,ストライドスター,牝4,53.0,☆谷内貫太,1:44.3,3.1/2,4,21.2,39.8,大井 森下淳平,405(-3)
4,4,5,ビーチユーミング,牡6,56.0,岡村健司,1:44.7,2,3,7.6,39.7,大井 佐宗応和,476(-5)
5,8,13,グランドターギー,牡4,56.0,野畑凌,1:44.8,1/2,10,151.9,41.2,大井 渡辺和雄,473(+2)
6,6,9,ファーストフラワー,牝5,54.0,吉井章,1:44.9,1/2,12,227.8,40.0,大井 月岡健二,446(+4)
7,8,14,ユイノサンバンカン,牡5,56.0,東原悠善,1:45.0,クビ,13,331.5,40.5,大井 庄子昭彦,468(-2)
8,7,11,ピースフィールド,セ4,56.0,達城龍次,1:45.0,アタマ,8,87.3,40.5,大井 納谷和玖,472(-1)
9,1,1,コパカバーナ,牝4,54.0,西啓太,1:45.0,アタマ,5,28.1,41.3,大井 荒井朋弘,400(-4)
10,5,7,ウェイトノーモア,牡4,56.0,藤田凌,1:45.4,2,7,58.2,41.7,大井 的場直之,507(+9)
11,3,3,ヒャクメガショック,セ4,56.0,福原杏,1:45.4,ハナ,11,215.1,41.2,大井 吉井竜一,495(+1)
12,4,6,ゲイシール,牡5,56.0,仲原大生,1:45.7,1.1/2,14,355.1,40.2,大井 岡野尚光,469(-8)
13,5,8,クレーンロケット,牝6,54.0,遠藤健太,1:45.8,クビ,6,56.2,40.6,大井 遠藤茂,451(-12)
14,6,10,ヴァイスウィッチ,牝4,54.0,千田洋,1:46.4,3,9,96.8,42.3,大井 栗田裕光,491(+11)
