コーナー,通過順
1コーナー,"(4,6),(3,10),(1,5),7,(2,11),9-8"
2コーナー,"(4,6),10,3,1,(5,7),(2,11),9-8"
3コーナー,"4,6-(3,10),1,7-(5,11)-(2,9)=8"
4コーナー,"4,6,3,(1,10,7)-(5,11)-9,2=8"
