券種,組み合わせ,配当,人気
単勝,1,160,1
複勝,1,110,2
複勝,6,100,1
馬連,1-6,160,1
ワイド,1-6,130,1
ワイド,1-2,280,5
ワイド,2-6,310,7
馬単,1-6,220,1
3連複,1-2-6,300,1
3連単,1-6-2,930,1
