券種,組み合わせ,配当,人気
単勝,11,320,1
複勝,11,170,2
複勝,10,160,1
複勝,12,750,12
枠連,5-6,530,1
馬連,10-11,710,1
ワイド,10-11,350,1
ワイド,11-12,2450,33
ワイド,10-12,3510,45
馬単,11-10,1320,1
3連複,10-11-12,9460,25
3連単,11-10-12,28450,53
