着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,5,テーオードリアン,牝6,54.0,野畑凌,1:58.5,,3,4.4,39.2,大井 中道啓二,472(-2)
2,8,13,ハカイシン,牡6,56.0,石川倭,1:58.5,クビ,4,5.0,39.1,大井 渡辺和雄,549(0)
3,5,8,トップダイヤ,セ6,56.0,田中洸多,1:59.3,4,2,3.8,39.9,大井 橋本和馬,489(-1)
4,3,3,ユイノガリクソン,牡4,56.0,東原悠善,1:59.4,1/2,7,30.2,39.9,大井 澤佳宏,424(-3)
5,6,10,ゴーディアンノット,セ5,56.0,藤本現暉,1:59.5,3/4,5,18.6,40.0,大井 鷹見浩,465(-4)
6,1,1,プレシャストップ,牡4,56.0,安藤洋一,1:59.8,1.1/2,1,2.6,40.4,大井 坂井英光,520(-8)
7,7,11,ファインデイ,牝5,54.0,吉井章,2:00.0,1,9,65.4,40.2,大井 松浦裕之,466(0)
8,2,2,ブライトゲイザー,牡4,56.0,達城龍次,2:00.3,1.3/4,8,53.6,41.0,大井 納谷和玖,499(-1)
9,5,7,メイショウトワニ,牝7,51.0,▲高橋優,2:00.6,1.1/2,6,18.7,41.1,大井 鷹見浩,418(-3)
10,8,14,ラインストライカー,セ7,55.0,☆谷内貫太,2:00.8,3/4,11,261.8,41.5,大井 鷹見浩,488(+3)
11,4,6,マルヨリヴィエラ,牝5,52.0,△中山遥人,2:00.8,アタマ,10,241.4,39.9,大井 赤嶺本浩,457(-7)
12,7,12,マハーギータ,牝4,54.0,遠藤健太,2:00.8,ハナ,14,565.2,40.6,大井 佐々木忠,428(-2)
13,6,9,イッツバッド,牝8,54.0,瀬川将輝,2:01.4,3,13,342.2,40.9,大井 市村誠,446(+1)
14,3,4,テルケンユミカブト,牝5,54.0,新原周馬,2:01.5,1/2,12,272.3,40.6,大井 澤佳宏,501(-2)
