券種,組み合わせ,配当,人気
単勝,6,290,2
複勝,6,150,3
複勝,5,130,1
複勝,3,330,5
馬連,5-6,480,3
ワイド,5-6,270,3
ワイド,3-6,870,13
ワイド,3-5,810,11
馬単,6-5,950,4
3連複,3-5-6,2300,10
3連単,6-5-3,7670,23
