券種,組み合わせ,配当,人気
単勝,12,450,2
複勝,12,130,2
複勝,3,280,5
複勝,10,110,1
枠連,3-7,1000,4
馬連,3-12,3950,14
ワイド,3-12,940,12
ワイド,10-12,220,1
ワイド,3-10,590,6
馬単,12-3,7110,20
3連複,3-10-12,1800,4
3連単,12-3-10,19150,55
