券種,組み合わせ,配当,人気
単勝,9,1500,6
複勝,9,490,8
複勝,11,210,2
複勝,3,350,5
枠連,7-8,1320,7
馬連,9-11,1980,8
ワイド,9-11,770,10
ワイド,3-9,3290,34
ワイド,3-11,1350,19
馬単,9-11,5320,23
3連複,3-9-11,14500,54
3連単,9-11-3,74130,264
