コーナー,通過順
3コーナー,"(5,10),7,(4,11),13,(2,8,12)-3,15-9,(14,16),6-1"
4コーナー,"(5,10,7)-(4,11),13,12,(2,8),(3,15)-(9,16),14,6-1"
