馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,トチノヒーロー,セ8,岡村健,大井・嶋田幸晴,差し,259.6,11,12,桧坂賞競(B3),39.1,435(-2),大井,22,中2週,,,0,タニノギムレット,サウスヴィグラス,
2,2,ラインエンジェル,牝9,高野誠,大井・鷹見浩,差し,124.1,10,6,エンジェ(B3),38.3,484(+1),大井,45,中5週,,,0,ジャスタウェイ,Rockport Harbor,
3,3,シャルマンジャン,牡7,笹川翼,大井・福永敏,差し,4.0,3,11,おおとり(B2),37.8,506(-6),大井,16,中1週,,,0,アジアエクスプレス,ダイワメジャー,
4,3,ワールドエイム,牝4,矢野貴,大井・渡辺和雄,差し,3.0,1,1,貴船坂賞(B3),36.7,501(+4),大井,136,中18週,,,0,ナダル,Event of the Year,
5,4,プレストステラ,牡6,本橋孝,大井・鷹見浩,差し,27.7,8,13,ウインタ(B1B2),39.8,508(-2),大井,17,中1週,,,0,アポロキングダム,ナスダックパワー,
6,4,ベンテイガ,セ7,服部茂,大井・米田英世,追込,27.9,9,11,B2五,39.1,510(+4),大井,44,中5週,,,0,ヘニーヒューズ,ブライアンズタイム,
7,5,ペピタドーロ,牡4,石川倭,大井・荒山勝徳,差し,3.6,2,9,,38.8,491(+16),大井,262,中36週,,Y,0,ゴールドドリーム,キングカメハメハ,
8,5,ヨゾラノムコウニ,牡5,江里口,大井・上杉昌宏,追込,312.1,13,10,桧坂賞競(B3),38.9,504(-5),大井,22,中2週,,,0,ロジャーバローズ,War Front,
9,6,ウインアイリーン,牝7,本田正,大井・須田和伸,差し,17.0,6,3,桧坂賞競(B3),38.6,466(-6),大井,22,中2週,,,0,ヘニーヒューズ,スペシャルウィーク,
10,6,チャダルクン,牡5,藤本現,大井・赤嶺本浩,差し,18.4,7,12,おおとり(B2),38.1,541(0),大井,16,中1週,,,0,バトルプラン,シニスターミニスター,
11,7,サクハル,牡7,野畑凌,大井・坂井英光,先行,14.9,5,10,おおとり(B2),38.8,501(-2),大井,16,中1週,,,0,ヘニーヒューズ,ファンタスティックライト,
12,7,ジーゲル,セ5,小野俊,大井・佐々木忠,追込,598.7,14,10,KRAト(B1B2),42.2,403(+1),大井,23,中2週,,,0,ブリックスアンドモルタル,ディープインパクト,
13,8,コスモブライヤー,牡7,桑村真,大井・栗田裕光,差し,7.9,4,2,桧坂賞競(B3),37.4,513(+9),大井,22,中2週,,,0,ゴールドシップ,ロージズインメイ,
14,8,ヴァルタリ,牡5,福原杏,大井・阪本一栄,追込,279.4,12,11,乃木坂賞(B3),40.0,521(-2),大井,18,中2週,,,0,トランセンド,エンパイアメーカー,
