馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ヤッティライネン,牡3,藤本現,大井・須田和伸,差し,10.0,3,2,3歳四 (3歳五),39.2,444(+6),大井,22,中2週,,,0,ハッピースプリント,More Than Ready,
2,2,ピューナー,牝3,岡村健,大井・井上弘之,先行,60.5,11,10,3歳四 (3歳五),43.3,437(+2),大井,22,中2週,,,0,ヤングマンパワー,エイシンフラッシュ,
3,3,ベラジオスピード,牡3,笹川翼,大井・福田真広,差し,3.6,2,1,3歳11,38.7,471(0),大井,24,中2週,,,0,アメリカンペイトリオット,スクリーンヒーロー,
4,3,リバテイー,牝3,張田昂,大井・橋本和馬,差し,13.0,5,7,3歳四 (3歳五),39.7,445(-2),大井,22,中2週,,,2,ヴァンキッシュラン,Frankel,
5,4,サルーキ,牡3,本田正,大井・福田真広,先行,2.4,1,2,3歳七 八,39.0,475(+4),大井,23,中2週,,,0,ディープブリランテ,アドマイヤコジーン,
6,4,アイルマジック,牡3,町田直,大井・久保杉隆,差し,15.8,7,4,3歳四 (3歳五),39.5,454(+6),大井,22,中2週,,,0,インカンテーション,Dylan Thomas,
7,5,ベストサイレンス,牝3,山林堂,大井・小野寺晋,差し,81.5,12,5,3歳四 (3歳五),41.4,460(+3),大井,22,中2週,,,0,ベストウォーリア,ネオユニヴァース,
8,5,アメジストハート,牝3,高橋優,大井・渡辺和雄,差し,15.1,6,,,,463(+3),大井,22,中2週,,,0,パドトロワ,サクラバクシンオー,
9,6,ヘイアンティアー,牝3,吉井章,大井・立花伸,差し,18.4,8,1,都市農業(2歳),38.7,468(+13),大井,178,中24週,,,0,シャンハイボビー,アグネスタキオン,
10,6,ブイスリー,牡3,菅原涼,大井・佐宗応和,差し,232.1,14,9,3歳四 (3歳五),40.3,483(+2),大井,22,中2週,,,0,モーニン,タイキシャトル,
11,7,ファインブレード,牡3,中山遥,大井・佐宗応和,先行,10.6,4,6,3歳四 (3歳五),42.0,463(-2),大井,22,中2週,,,0,ファインニードル,ファルブラヴ,
12,7,ハクアイストーリー,牡3,,大井・松浦裕之,差し,19.4,9,9,白鳥特別(2歳),39.6,450(+3),大井,108,中14週,,,0,シルバーステート,ロードカナロア,
13,8,フラワーキングエス,セ3,鷹見陸,大井・栗田泰昌,追込,46.2,10,9,3歳一 (3歳二),39.5,468(+8),大井,35,中4週,,,0,ロージズインメイ,エピファネイア,
14,8,ウィルプレイス,牝3,西優哉,大井・大宮和也,差し,108.8,13,8,3歳四 (3歳五),40.6,482(+11),大井,22,中2週,,,0,ヘニーヒューズ,ロックオブジブラルタル,
