券種,組み合わせ,配当,人気
単勝,5,140,1
複勝,5,100,1
複勝,3,160,4
複勝,9,110,2
馬連,3-5,730,2
ワイド,3-5,240,3
ワイド,5-9,120,1
ワイド,3-9,210,2
馬単,5-3,1110,3
3連複,3-5-9,470,2
3連単,5-3-9,2210,6
