着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,6,ファーストメイト,牡5,56.0,藤田凌,1:55.2,,5,15.3,38.7,大井 阪本一栄,470(-4)
2,1,2,アレグランサ,牡4,56.0,達城龍次,1:55.3,1/2,8,38.3,39.4,大井 吉井竜一,498(+4)
3,4,7,アスコットミヤギ,牡3,55.0,笹川翼,1:55.6,1.3/4,1,1.4,39.4,大井 森下淳平,484(+2)
4,5,9,チャダルクン,牡5,56.0,高野誠毅,1:55.9,1.1/2,13,104.2,39.2,大井 赤嶺亮,534(-3)
5,4,8,ヒルノデプラーツ,牡7,56.0,和田譲治,1:55.9,クビ,11,52.9,39.2,大井 須田和伸,505(+2)
6,6,12,マイネルオデーサ,セ5,56.0,東原悠善,1:56.0,1/2,6,32.6,39.0,大井 渡部則夫,445(-5)
7,6,11,エースアビリティ,牡5,56.0,F.ゴン,1:56.1,3/4,14,134.2,38.8,大井 福永敏,506(+3)
8,3,5,アーススピリット,牡5,56.0,藤本現暉,1:56.1,アタマ,7,35.3,39.7,大井 納谷和玖,543(-3)
9,2,4,ロンギングタイム,牡6,56.0,吉井章,1:56.8,3.1/2,2,7.1,40.5,大井 的場直之,508(+5)
10,1,1,ウィンターサン,牝4,54.0,岡村健司,1:57.1,1.1/2,10,48.1,40.8,大井 嶋田幸晴,454(+7)
11,5,10,ジェイケイファイン,セ6,53.0,▲杉山海波,1:57.7,3,15,348.5,40.7,大井 吉井竜一,459(+2)
12,2,3,リュミエール,セ8,56.0,安藤洋一,1:58.4,3.1/2,9,40.4,42.2,大井 福永敏,465(-4)
13,7,14,ケイアイエルナト,牡5,56.0,高橋昭平,1:58.5,クビ,3,10.7,41.4,大井 立花伸,509(-1)
14,7,13,ベイビーゲート,牡4,53.0,▲西優哉,1:58.6,1/2,4,14.8,41.7,大井 田中正人,475(-4)
15,8,16,ニシノシークレット,牡6,56.0,野畑凌,2:02.3,大,12,54.5,46.1,大井 市村誠,509(-8)
取消,8,15,イモノソーダワリデ,牡5,56.0,鷹見陸,,,,,,大井 須田和伸,
