券種,組み合わせ,配当,人気
単勝,16,500,3
複勝,16,140,1
複勝,7,240,5
複勝,13,170,2
枠連,4-8,1160,6
馬連,7-16,2480,12
ワイド,7-16,740,11
ワイド,13-16,400,2
ワイド,7-13,650,7
馬単,16-7,4140,15
3連複,7-13-16,2960,6
3連単,16-7-13,15340,42
