券種,組み合わせ,配当,人気
単勝,7,150,1
複勝,7,100,1
複勝,6,110,2
複勝,5,180,4
枠連,6-6,210,1
馬連,6-7,190,1
ワイド,6-7,140,1
ワイド,5-7,340,4
ワイド,5-6,490,8
馬単,7-6,280,1
3連複,5-6-7,720,3
3連単,7-6-5,1610,3
