券種,組み合わせ,配当,人気
単勝,2,220,1
複勝,2,110,1
複勝,11,240,5
複勝,13,190,4
枠連,2-6,900,4
馬連,2-11,1260,4
ワイド,2-11,480,5
ワイド,2-13,300,3
ワイド,11-13,840,11
馬単,2-11,1840,6
3連複,2-11-13,2740,9
3連単,2-11-13,11260,32
