馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,マオノアデル,牝3,西啓太,大井・橋本和馬,差し,102.3,8,7,しながわ(2歳三),39.4,453(+6),大井,97,中13週,,,0,コパノリッキー,ザッツザプレンティ,
2,2,ブライトテラ,牡3,鷹見陸,大井・坂井英光,差し,7.2,3,2,3歳四 五,38.8,503(+1),大井,20,中2週,,,0,マジェスティックウォリアー,ダンスインザダーク,
3,3,ラブリーファンク,牝3,高橋優,大井・朝倉実,差し,292.0,10,10,3歳四 五,39.6,416(-1),大井,20,中2週,,,0,ラブリーデイ,トランセンド,
4,4,ハッピーメモリー,牝3,千田洋,大井・赤嶺本浩,差し,390.6,11,10,内川賞(3歳二),41.4,431(-4),大井,20,中2週,,,0,ホッコータルマエ,クロフネ,
5,5,スタールビーピアス,牝3,和田譲,大井・月岡健二,差し,65.3,6,4,3歳四 五,38.4,386(-10),大井,20,中2週,,,0,カリフォルニアクローム,キズナ,
6,5,ヤッティライネン,牡3,藤本現,大井・須田和伸,差し,65.6,7,3,3歳六 (3歳七),38.3,444(+1),大井,21,中2週,,,0,ハッピースプリント,More Than Ready,
7,6,ハッチン,牝3,矢野貴,大井・福永敏,差し,2.1,2,1,2歳 新馬,38.3,480(+5),大井,122,中16週,,,0,フォーウィールドライブ,ナカヤマフェスタ,
8,6,グリンバーム,牡3,谷内貫,大井・市村誠,先行,225.0,9,13,3歳四 五,42.0,495(-3),大井,20,中2週,,,0,タワーオブロンドン,マーベラスサンデー,
9,7,ラスカルアポロ,牡3,杉山海,大井・藤田輝信,逃げ,14.0,4,1,3歳11,38.0,463(+8),大井,24,中2週,,,0,ミスチヴィアスアレックス,ブラックタイド,
10,7,エイシンミラーミ,牝3,吉井章,大井・荒山勝徳,先行,2.0,1,1,,36.8,465(+13),門別,127,中17週,,,0,パイロ,ヨハネスブルグ,
11,8,ジューンアカデミー,牝3,達城龍,大井・鈴木啓之,先行,40.7,5,8,3歳一 (3歳二),39.0,420(0),大井,20,中2週,,,0,ゴールドシップ,キズナ,
12,8,ブイスリー,牡3,菅原涼,大井・佐宗応和,差し,527.7,12,12,3歳四 五,40.6,480(-3),大井,20,中2週,,,0,モーニン,タイキシャトル,
