馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ヨシノローズ,牝7,中村尚,大井・渡辺和雄,差し,31.3,8,4,コープス(C1),40.2,469(+3),大井,20,中2週,,,0,トゥザグローリー,アメリカンボス,
2,2,バジルフレイバー,牝8,東原悠,大井・井上弘之,追込,315.3,12,6,コープス(C1),39.7,473(+3),大井,20,中2週,,,0,ホッコータルマエ,スウェプトオーヴァーボード,
3,3,ピンネシリ,牡5,本田正,大井・真島大輔,差し,10.4,4,7,C1七 八,40.1,508(-1),大井,91,中12週,,,0,ゴールドアクター,ヘニーヒューズ,
4,4,グランダイト,セ4,西啓太,大井・荒井朋弘,差し,2.9,2,1,C2四 (C2五),39.7,478(-2),大井,31,中3週,,,0,ドレフォン,ファルブラヴ,
5,4,クアッズ,セ4,石川駿,大井・納谷和玖,差し,15.7,6,1,C2二 (C2三),40.4,480(0),大井,17,中1週,,,0,スノードラゴン,クロフネ,
6,5,ボラボラフレイバー,牡6,笹川翼,大井・月岡健二,差し,13.5,5,7,STAR(C1),40.3,456(-5),大井,19,中2週,,,0,キズナ,フォーティナイナーズサン,
7,5,ブラヴォケラトプス,牡4,和田譲,大井・赤嶺亮,差し,2.6,1,6,C1六 (C1七),39.7,525(-3),大井,68,中9週,,,0,リアルインパクト,Manduro,
8,6,デルバイス,牡7,遠藤健,大井・佐々木忠,追込,611.9,13,13,C1六 (C1七),41.6,443(-5),大井,19,中2週,,,0,アイルハヴアナザー,Rock Hard Ten,
9,6,トワイライト,牡4,矢野貴,大井・福永敏,先行,5.4,3,5,シャムロ(C1七),39.4,448(-2),大井,19,中2週,,,0,ナダル,ディープインパクト,
10,7,センジュ,牡7,江里口,大井・佐々木洋,差し,103.3,11,10,C1六 (C1七),39.5,480(-2),大井,19,中2週,,,0,コパノリッキー,アフリート,
11,7,トーアナカヨシ,牝4,藤田凌,大井・堀江仁,差し,57.4,9,12,STAR(C1),41.3,476(-6),大井,19,中2週,,,0,ホークビル,フジキセキ,
12,8,ニジノカナタニ,牝4,野畑凌,大井・上杉昌宏,差し,20.4,7,7,C1九 十,38.7,465(-2),大井,20,中2週,,,0,シニスターミニスター,ディープインパクト,
13,8,ミチノディディ,牝4,達城龍,大井・鷹見浩,差し,91.9,10,8,コープス(C1),40.7,442(0),大井,20,中2週,,,0,マジェスティックウォリアー,タートルボウル,
