コーナー,通過順
1コーナー,"1,(3,6),5,4,8,7,9,2"
2コーナー,"1,(3,6),5,4,7,8,9,2"
3コーナー,"1,3,6,7,5,4,8,9,2"
4コーナー,"1,3,6,4,7,5,8,9,2"
