馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ファンキーヤンキー,牡3,谷内貫,大井・嶋田幸晴,差し,31.4,5,3,3歳十 1,39.9,475(+10),大井,15,中1週,,,0,クリエイターII,キングカメハメハ,
2,2,ロジャーバロン,牡3,中山遥,大井・福永敏,追込,84.9,9,5,2歳五 六,39.3,433(+26),大井,133,中18週,,,0,ロジャーバローズ,エピファネイア,
3,3,ポロリス,牝3,石川駿,大井・朝倉実,差し,250.9,10,7,3歳八 九,40.1,448(+5),大井,14,中1週,,,0,アポロケンタッキー,スマートファルコン,
4,4,テスカトリポカ,セ3,安藤洋,大井・村上頼章,追込,2.4,2,3,3歳 新馬,38.4,469(-1),大井,15,中1週,,,0,サートゥルナーリア,ディープインパクト,
5,5,ミエノワイルド,牡3,石川倭,大井・坂井英光,差し,1.7,1,4,2歳 新馬,40.9,509(+4),大井,147,中20週,,,0,バーディバーディ,ワイルドラッシュ,
6,6,ライスプディング,牝3,鷹見陸,大井・栗田裕光,差し,526.6,11,15,蛇崩川賞(3歳),41.7,430(-1),大井,14,中1週,,,0,ビーチパトロール,リンカーン,
7,6,ジーティービバ,牝3,桑村真,大井・高野毅,差し,59.5,7,4,2歳 選抜,40.1,479(+1),大井,34,中4週,,,0,フサイチセブン,クロフネ,
8,7,アンパンタイム,牝3,藤本現,大井・高橋清顕,差し,22.1,4,4,3歳 新馬,39.6,441(-5),大井,15,中1週,,,0,ロードカナロア,ハーツクライ,
9,7,シンプウミホノ,牝3,西啓太,大井・荒井朋弘,差し,82.3,8,13,蛇崩川賞(3歳),41.5,396(-4),大井,14,中1週,,,0,レッドファルクス,ネオユニヴァース,
10,8,グロードリーム,牝3,張田昂,大井・橋本和馬,差し,49.4,6,11,2歳三 四,43.0,466(-6),大井,145,中20週,,,0,クリソベリル,シンボリクリスエス,
11,8,トネタロウ,牡3,矢野貴,大井・朝倉実,差し,8.6,3,3,2歳 新馬,41.1,504(+15),大井,147,中20週,,,0,オルフェーヴル,フレンチデピュティ,
