着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,9,デュピュイドローム,牡4,56.0,達城龍次,1:12.4,,1,1.2,37.5,大井 坂井英光,533(0)
2,7,11,ジャスミンツー,牝4,54.0,本橋孝太,1:13.2,4,6,29.8,38.0,大井 米田英世,480(-3)
3,1,1,カガヤキトップ,牝4,54.0,高橋昭平,1:13.3,1/2,2,8.4,38.1,大井 立花伸,438(0)
4,4,6,ヘルメース,牡5,56.0,矢野貴之,1:13.3,ハナ,4,14.7,38.5,大井 宗形竹見,495(-18)
5,8,14,モントーク,牝5,53.0,☆中山遥人,1:13.4,3/4,5,22.5,37.3,大井 佐野謙二,461(-2)
6,6,10,グラシアレス,牡3,55.0,和田譲治,1:13.4,アタマ,8,39.7,38.0,大井 須田和伸,488(+8)
7,5,8,スノーキャンドル,牝4,54.0,藤田凌,1:13.5,クビ,3,11.3,38.8,大井 渡辺和雄,473(+9)
8,2,2,ゴールドカグヤヒメ,牝3,53.0,鷹見陸,1:13.5,アタマ,13,137.0,37.4,大井 上杉昌宏,478(+1)
9,4,5,フェスティヴルディ,牡5,56.0,西啓太,1:13.6,クビ,7,30.8,37.3,大井 堀千亜樹,504(-3)
10,3,3,シャークシャイニー,セ9,56.0,岡村健司,1:13.8,1.1/4,14,223.4,37.1,大井 高岩孝敏,451(+1)
11,3,4,パレスゴールド,牡4,56.0,野畑凌,1:14.1,1.1/2,10,88.5,38.3,大井 蛯名雄太,519(-3)
12,8,13,ニフェーデービル,セ6,56.0,笹川翼,1:14.4,1.3/4,9,60.5,38.3,大井 福田真広,494(+4)
13,7,12,ライブリームーラン,牝6,51.0,▲西優哉,1:14.8,2,12,132.8,38.5,大井 藤田輝信,556(-6)
中止,5,7,オースミメッシーナ,牝7,54.0,高野誠毅,,,11,95.4,,大井 鷹見浩,466(-8)
