着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,デルマアリエル,牡4,56.0,横川怜央,2:41.3,,1,2.3,39.6,大井 鈴木啓之,472(-4)
2,6,6,コウフウセイゲツ,牡4,56.0,野畑凌,2:42.3,5,2,2.8,40.2,大井 田中正人,438(+3)
3,8,11,ルトラセ,セ6,56.0,菅原涼太,2:43.0,3.1/2,4,10.3,40.5,大井 荒井朋弘,520(+4)
4,5,5,ミツカネマーズ,牡6,56.0,千田洋,2:43.2,1,5,18.0,39.6,大井 松浦裕之,519(+2)
5,7,9,ユイノガリクソン,牡4,56.0,東原悠善,2:43.8,3,6,22.6,40.6,大井 澤佳宏,426(+2)
6,8,10,チュイション,牡8,56.0,岡村健司,2:44.6,4,7,23.9,42.1,大井 遠藤茂,496(-10)
7,4,4,ブレスト,牝4,54.0,遠藤健太,2:44.8,3/4,10,101.6,40.8,大井 遠藤茂,453(+3)
8,6,7,エコロルキナ,牝4,51.0,▲高橋優,2:45.1,1.1/2,9,58.7,42.0,大井 松浦裕之,495(+7)
9,7,8,ベクトルマッハ,牡4,56.0,石川駿介,2:45.1,アタマ,3,5.7,42.6,大井 上杉昌宏,501(+1)
10,3,3,ポジターノ,牝4,51.0,▲西優哉,2:45.9,4,8,27.2,41.9,大井 澤佳宏,441(0)
取消,2,2,エスカラムサ,牝4,54.0,藤本現暉,,,,,,大井 松浦裕之,
