着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,5,ロンギングタイム,牡6,56.0,矢野貴之,1:42.9,,1,2.7,38.9,大井 的場直之,502(+4)
2,6,6,ソルベット,牝5,54.0,笹川翼,1:43.0,1/2,2,2.9,39.0,大井 真島大輔,498(+7)
3,4,4,アーススピリット,牡5,56.0,藤本現暉,1:43.2,1,5,12.5,38.8,大井 納谷和玖,541(+4)
4,7,7,ニシノシークレット,牡6,56.0,達城龍次,1:43.6,2,7,33.6,39.4,大井 市村誠,503(+2)
5,1,1,ジーベンファルベン,牡4,56.0,御神本訓,1:43.7,クビ,3,4.3,39.2,大井 真島大輔,472(0)
6,3,3,ユウシンイモン,牡7,56.0,田中洸多,1:43.9,1,8,79.0,39.2,大井 佐宗応和,498(-15)
7,8,9,ビップレーヌ,牝5,54.0,和田譲治,1:44.1,1,6,13.6,39.2,大井 栗田泰昌,476(0)
8,8,8,グラッブザトップ,牡7,56.0,吉井章,1:44.3,1.1/4,4,8.6,40.1,大井 的場直之,584(-3)
9,2,2,ムサシエクスプレス,牡4,56.0,菅原涼太,1:46.7,大,9,108.7,41.8,大井 栗田泰昌,452(-8)
