着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,5,ヴォーグアルタイル,牡5,56.0,石川倭,1:44.1,,1,1.9,40.8,大井 真島大輔,477(+1)
2,1,1,ナンセイスコピオン,牝6,54.0,笹川翼,1:44.3,1.1/4,5,12.1,41.4,大井 米田英世,439(-14)
3,7,12,ゴールデンオージャ,牡8,56.0,横川怜央,1:44.4,クビ,3,8.2,41.4,大井 村上頼章,477(+4)
4,5,8,ゴーディアンノット,セ5,56.0,安藤洋一,1:45.0,3,9,45.3,40.4,大井 鷹見浩,467(-4)
5,4,6,ユイノガリクソン,牡4,56.0,東原悠善,1:45.0,アタマ,12,180.7,40.6,大井 澤佳宏,427(+2)
6,8,14,ベンハー,牡6,53.0,▲高橋優,1:45.0,アタマ,4,9.7,42.6,大井 高橋清顕,511(+1)
7,8,13,ブルーキャット,牝4,54.0,桑村真明,1:45.0,クビ,10,62.4,40.2,大井 栗田裕光,459(+4)
8,3,4,セブンゴー,牡8,56.0,張田昂,1:45.2,3/4,7,34.1,41.2,大井 橋本和馬,490(-6)
9,6,10,ゴールドタリスマン,牝5,51.0,▲杉山海波,1:45.4,1,6,18.0,43.0,大井 井上弘之,433(-5)
10,2,2,サンバフレイバー,牝7,54.0,野畑凌,1:45.7,1.1/2,8,41.0,42.9,大井 月岡健二,466(-3)
11,5,7,ニシノコヌカアメ,牝4,54.0,達城龍次,1:46.2,2.1/2,11,136.8,42.6,大井 市村誠,460(0)
12,7,11,キラン,牝5,51.0,▲小野俊斗,1:46.2,ハナ,14,605.7,41.8,大井 小野寺晋,409(+5)
13,3,3,ヴェルヴェーナ,牝4,54.0,西啓太,1:48.0,9,13,266.0,43.6,大井 堀千亜樹,457(-1)
14,6,9,ノビシロ,セ6,56.0,藤田凌,1:48.6,3,2,3.7,45.4,大井 赤嶺本浩,552(0)
