着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,9,フジマサテイオー,牡5,57.0,和田譲治,2:08.6,,2,6.9,40.9,大井 久保杉隆,517(-6)
2,8,11,イエスウィズキャン,牡6,55.0,町田直希,2:09.3,3.1/2,4,10.3,41.5,大井 堀江仁,565(+3)
3,5,6,アドマイヤエイジア,牡5,57.0,野畑凌,2:09.3,クビ,1,1.4,41.1,大井 坂井英光,539(+4)
4,2,2,ビシャモンテン,牡8,57.0,藤田凌,2:09.6,1.3/4,8,41.3,41.4,大井 荒井朋弘,512(-3)
5,8,12,リョウタスペシャル,牡6,56.0,☆中山遥人,2:09.8,3/4,3,8.8,41.2,浦和 小澤宏次,435(-6)
6,6,7,ファーガス,牡7,57.0,吉井章,2:10.2,2,7,29.8,41.5,大井 月岡健二,484(+3)
7,7,10,リフレクトザムーン,牝5,52.0,▲西優哉,2:10.3,1/2,9,44.3,41.5,大井 藤田輝信,479(+3)
8,3,3,ヒミノフラッシュ,牡8,54.0,▲木澤奨,2:11.1,4,12,258.7,42.2,大井 吉井竜一,568(-1)
9,1,1,サブノハクタカ,牡8,57.0,新原周馬,2:11.3,3/4,11,210.3,42.0,大井 鷹見浩,490(-1)
10,6,8,イルヴェント,牡7,57.0,達城龍次,2:11.6,1.1/2,6,26.6,43.4,大井 荒井朋弘,532(-6)
11,5,5,ピノマハナ,牡4,57.0,西啓太,2:13.9,大,10,141.4,44.0,浦和 野口孝,485(-7)
12,4,4,マイネルボンバー,牡6,57.0,福原杏,2:16.1,大,5,18.8,46.8,大井 阪本一栄,490(+2)
