馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ケイアイエルナト,牡5,矢野貴,大井・立花伸,先行,3.7,2,1,C1四 (C1五),38.7,524(-8),大井,12,中1週,,,0,シニスターミニスター,アラムシャー,
2,1,グロリオサ,牡6,安藤洋,大井・嶋田幸晴,差し,86.3,11,5,ディセン(B2),37.3,448(0),浦和,20,中2週,,,0,インカンテーション,ディープスカイ,
3,2,リックマーベル,牡8,桑村真,大井・須田和伸,差し,69.9,10,5,コスモポ(B3),40.4,475(-5),大井,17,中1週,,,0,パイロ,ダンスインザダーク,
4,2,ココナッツガーデン,セ5,藤本現,大井・荒山勝徳,先行,3.3,1,3,乃木坂賞(B3),38.8,443(+3),大井,14,中1週,,,0,ダノンレジェンド,ワイルドラッシュ,
5,3,シャドウルパン,牡5,石川倭,大井・荒山勝徳,先行,11.6,5,6,桧坂賞競(B3),39.8,504(-1),大井,18,中2週,,,0,シニスターミニスター,Lemon Drop Kid,
6,3,グッドボーイ,セ7,高野誠,大井・納谷和玖,先行,133.3,14,14,カプリコ(B2),43.3,465(-3),大井,14,中1週,,,0,カレンブラックヒル,パーソナルラッシュ,
7,4,ヒルノデプラーツ,牡7,和田譲,大井・須田和伸,差し,20.8,8,14,,39.2,501(+1),阪神,30,中3週,Y,,3,サトノアラジン,Medicean,
8,4,トランジェント,牝5,澤田龍,大井・田中正人,先行,17.4,7,4,コスモポ(B3),41.3,473(+3),大井,17,中1週,,,0,ニューイヤーズデイ,Bernardini,
9,5,マイネルオデーサ,セ5,東原悠,大井・赤嶺本浩,差し,183.9,15,8,コスモポ(B3),41.7,445(+1),大井,17,中1週,,,0,キズナ,ブライアンズタイム,
10,5,グラッブザトップ,牡7,本田正,大井・的場直之,逃げ,15.5,6,3,コスモポ(B3),41.4,586(+4),大井,17,中1週,,,0,ベルシャザール,Deputy Commander,
11,6,スルガダイナゴン,牡4,御神本,大井・佐宗応和,差し,6.4,4,6,コスモポ(B3),40.9,514(-3),大井,17,中1週,,,0,スマートファルコン,アジュディケーティング,
12,6,ベイデンマリーナ,牝5,笹川翼,大井・福田真広,差し,54.5,9,12,カプリコ(B2),42.3,455(-1),大井,14,中1週,,,0,ホッコータルマエ,クロフネ,
13,7,アーススピリット,牡5,佐野遥,大井・納谷和玖,差し,108.5,12,4,乃木坂賞(B3),39.2,543(+1),大井,14,中1週,,,0,マインドユアビスケッツ,ゴールドアリュール,
14,7,レペンテ,牝4,町田直,大井・栗田泰昌,追込,377.5,16,9,乃木坂賞(B3),39.5,406(-7),大井,14,中1週,,,0,ダノンバラード,Teofilo,
15,8,イチニチショチョウ,牡5,谷内貫,大井・嶋田幸晴,先行,114.9,13,7,乃木坂賞(B3),39.5,505(+2),大井,14,中1週,,,0,インカンテーション,アジュディケーティング,
16,8,モズユウガ,牡7,吉井章,大井・松浦裕之,差し,5.0,3,3,KRAト(B1B2),39.6,498(-1),大井,19,中2週,,,0,ラブリーデイ,スペシャルウィーク,
