コーナー,通過順
1コーナー,"2,7,3,8,6,1,5,4"
2コーナー,"2,3,7,8,6,1,5,4"
3コーナー,"2,7,3,(6,8),1,5-4"
4コーナー,"2,7,6,1,5,3,8,4"
