券種,組み合わせ,配当,人気
単勝,5,300,1
複勝,5,180,2
複勝,8,400,9
複勝,2,340,6
枠連,4-5,3150,15
馬連,5-8,4200,18
ワイド,5-8,1700,24
ワイド,2-5,890,10
ワイド,2-8,2040,31
馬単,5-8,6580,29
3連複,2-5-8,9470,38
3連単,5-8-2,55030,212
