馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,リコーテリア,牝4,吉井章,大井・荒山勝徳,差し,5.1,3,4,めぐみ坂(B3),37.6,502(+2),大井,19,中2週,,,0,キンシャサノキセキ,キングカメハメハ,
2,2,ケンヴィヴァルディ,牡5,達城龍,大井・堀千亜樹,差し,7.5,4,2,めぐみ坂(B3),37.6,524(-3),大井,19,中2週,,,0,モンテロッソ,トニービン,
3,3,イタロ,牡5,石川駿,大井・高橋清顕,差し,38.5,6,5,めぐみ坂(B3),38.1,485(0),大井,19,中2週,,,0,アジアエクスプレス,ゴールドアリュール,
4,4,ワールドエンパイア,牡5,,大井・蛯名雄太,差し,87.1,8,6,めぐみ坂(B3),37.9,497(0),大井,19,中2週,,,0,ワールドエース,エンパイアメーカー,
5,5,ユーヒナタ,牝6,千田洋,大井・村上頼章,差し,37.3,5,3,河津桜特(C1C2),39.5,485(+2),大井,22,中2週,,,0,ラニ,アジュディケーティング,
6,6,チューウィー,牝7,東原悠,大井・佐々木忠,差し,169.4,10,7,日向坂賞(B3),40.4,470(-1),大井,20,中2週,,,0,スクリーンヒーロー,ヘクタープロテクター,
7,6,モリデンステルス,牡6,矢野貴,大井・鈴木啓之,差し,2.0,1,1,狸坂賞競(B3),38.1,490(-3),大井,40,中5週,,,0,エスポワールシチー,シャーディー,
8,7,イチニチショチョウ,牡5,菅原涼,大井・嶋田幸晴,差し,107.9,9,12,ゴールデ(B3),37.5,502(0),大井,20,中2週,,,0,インカンテーション,アジュディケーティング,
9,7,シャドウキャッスル,牡4,和田譲,大井・真島大輔,先行,3.0,2,3,めぐみ坂(B3),38.5,478(+2),大井,19,中2週,,,2,イスラボニータ,Zensational,
10,8,エイシンネクタル,牡6,遠藤健,大井・遠藤茂,差し,242.3,11,13,めぐみ坂(B3),40.5,476(-4),大井,19,中2週,,,0,イスラボニータ,キングカメハメハ,
11,8,ヨゾラノムコウニ,牡5,江里口,大井・上杉昌宏,差し,42.4,7,10,狸穴坂賞(B3),40.4,499(-1),大井,22,中2週,,,0,ロジャーバローズ,War Front,
