着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,8,アポロリヤム,セ7,56.0,張田昂,1:12.8,,6,12.5,36.8,大井 市村誠,466(+3)
2,6,7,ジューンドラゴン,牡4,56.0,達城龍次,1:12.9,1/2,1,3.0,37.8,大井 鈴木啓之,452(-4)
3,5,6,ケイアイカペラ,牡5,56.0,笹川翼,1:12.9,ハナ,3,6.0,38.1,大井 米田英世,526(-4)
4,4,4,ロンギングナイス,牡6,56.0,吉井章,1:13.2,1.1/2,5,7.3,37.8,大井 的場直之,492(+5)
5,3,3,アジアジェニファー,牝5,54.0,野畑凌,1:13.2,ハナ,7,28.6,37.4,大井 阪本一栄,488(0)
6,1,1,ニシノデフィレ,セ7,56.0,瀬川将輝,1:13.3,クビ,10,67.8,37.9,大井 市村誠,497(+2)
7,8,11,ヘルメース,牡5,56.0,矢野貴之,1:13.4,1/2,2,3.5,38.5,大井 宗形竹見,493(-3)
8,5,5,スミソニアン,牡8,53.0,▲小野俊斗,1:13.4,アタマ,12,311.2,37.0,大井 宗形竹見,464(-1)
9,2,2,フレンドローマ,牡4,56.0,鷹見陸,1:13.5,1/2,8,32.3,37.5,大井 上杉昌宏,463(-4)
10,7,9,ルールメイプル,牝6,54.0,佐野遥久,1:14.9,7,9,57.9,39.7,浦和 水上直人,477(+1)
11,8,12,ルソレイユ,牡6,56.0,藤田凌,1:14.9,クビ,4,6.4,40.1,大井 蛯名雄太,541(-13)
中止,7,10,ロアリングルックス,牡6,56.0,櫻井光輔,,,11,145.8,,大井 堀江仁,478(-4)
