着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,ワイドポティロン,牝3,54.0,本田正重,1:13.4,,3,5.4,36.9,大井 福永敏,447(+31)
2,3,5,ナムラソラン,牝3,51.0,▲西優哉,1:13.4,クビ,4,7.7,37.5,大井 澤佳宏,436(-9)
3,1,2,ライクアウィンド,牝3,54.0,F.ゴン,1:13.7,1.1/2,1,2.7,38.2,大井 渡辺和雄,455(-3)
4,6,11,ラインメテオラ,牡3,56.0,新原周馬,1:15.1,7,2,3.6,38.6,大井 鷹見浩,491(+11)
5,4,7,リックシーリン,牡3,53.0,▲小野俊斗,1:15.2,1/2,12,88.5,38.9,大井 村上頼章,488(-9)
6,5,10,リオマダムレッド,牝3,51.0,▲木澤奨,1:15.2,クビ,8,43.4,39.1,大井 吉井竜一,468(-3)
7,2,3,フライトナース,牝3,53.0,☆谷内貫太,1:15.5,1.1/2,16,469.6,38.0,大井 嶋田幸晴,500(+5)
8,2,4,プルミエミッキー,牝3,54.0,田中洸多,1:15.7,1,5,11.9,40.6,大井 橋本和馬,477(+2)
9,6,12,ダイナマイトガンモ,牝3,54.0,笹川翼,1:15.7,アタマ,6,14.3,39.2,大井 福田真広,467(-3)
10,4,8,キミオウ,牡3,56.0,高橋昭平,1:15.8,クビ,10,59.5,38.2,大井 立花伸,541(+1)
11,7,14,ディオスデルマール,牝3,54.0,達城龍次,1:15.8,アタマ,11,63.2,38.6,大井 大宮和也,452(-1)
12,5,9,ラブリーネイティブ,牝3,54.0,藤本現暉,1:16.5,3.1/2,13,93.3,39.6,大井 中道啓二,446(+2)
13,1,1,グリンバーム,牡3,53.0,▲杉山海波,1:17.2,3.1/2,15,215.7,42.2,大井 市村誠,490(+8)
14,8,15,シーフレッシュ,牝3,54.0,佐野遥久,1:17.2,ハナ,14,167.5,42.1,大井 納谷和玖,442(-3)
15,3,6,ピーキーグレイス,牝3,54.0,鷹見陸,1:17.3,1/2,9,49.8,42.1,大井 森下淳平,459(+3)
16,8,16,アーメダバード,牡3,56.0,和田譲治,1:18.3,5,7,30.8,41.5,大井 佐野謙二,536(-9)
