着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,8,メイショウタビズキ,牡4,56.0,矢野貴之,1:43.0,,1,2.1,38.8,大井 阪本一栄,469(+1)
2,4,4,グラスグリード,牡4,56.0,江里口裕,1:43.1,1/2,2,4.5,38.9,大井 上杉昌宏,472(+4)
3,3,3,リアンフォール,牡5,56.0,鷹見陸,1:43.8,3.1/2,4,7.5,39.3,大井 米田英世,486(-3)
4,4,5,ヒンナ,牝5,53.0,☆中山遥人,1:43.9,1/2,5,9.7,40.3,大井 赤嶺亮,464(+2)
5,2,2,タールベルク,牡4,56.0,藤田凌,1:44.1,1,3,6.7,40.1,大井 渡辺和雄,528(+3)
6,5,7,ローゼンヴォルフ,牡7,56.0,藤本現暉,1:44.6,2.1/2,8,26.1,39.8,大井 佐宗応和,522(+4)
7,8,13,ドナアフロディテ,牝5,54.0,安藤洋一,1:44.8,1.1/4,9,115.8,41.2,大井 橋本和馬,477(+3)
8,7,10,バジルフレイバー,牝8,54.0,東原悠善,1:45.0,1,12,268.7,40.0,大井 井上弘之,467(-2)
9,7,11,レジーナチェリ,牡5,56.0,笹川翼,1:45.2,1,6,13.9,40.6,大井 藤田輝信,443(-9)
10,6,9,パールペンダント,牝4,54.0,岡村健司,1:45.6,2,7,25.9,41.3,大井 遠藤茂,465(+11)
11,1,1,オメガオリーブ,牝7,54.0,本村直樹,1:46.0,2,10,222.0,41.4,大井 高岩孝敏,419(+3)
12,5,6,デルバイス,牡7,56.0,遠藤健太,1:46.1,クビ,13,346.4,41.0,大井 佐々木忠,446(+3)
13,8,12,ゲルタ,牡5,56.0,仲原大生,1:47.5,7,11,268.2,42.7,大井 佐々木洋,525(0)
