馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,サブノハクタカ,牡8,新原周,大井・鷹見浩,追込,210.3,11,10,春風賞競(B1B2),38.7,490(-1),大井,21,中2週,,,0,クロフネ,アルデバランII,
2,2,ビシャモンテン,牡8,藤田凌,大井・荒井朋弘,追込,41.3,8,6,プリマヴ(B1),38.7,512(-3),大井,39,中5週,,,0,パイロ,クロフネ,
3,3,ヒミノフラッシュ,牡8,木澤奨,大井・吉井竜一,追込,258.7,12,11,クリスタ(A2),42.4,568(-1),大井,22,中2週,,,0,エイシンフラッシュ,マンハッタンカフェ,
4,4,マイネルボンバー,牡6,福原杏,大井・阪本一栄,逃げ,18.8,5,13,クリスタ(A2),43.9,490(+2),大井,22,中2週,,,0,コパノリッキー,Hesabull,
5,5,ピノマハナ,牡4,西啓太,浦和・野口孝,差し,141.4,10,13,20時5(B1),41.2,485(-7),船橋,14,中1週,,,0,ルヴァンスレーヴ,スズカマンボ,
6,5,アドマイヤエイジア,牡5,野畑凌,大井・坂井英光,差し,1.4,1,2,クリスタ(A2),39.9,539(+4),大井,22,中2週,,,0,ホッコータルマエ,タニノギムレット,
7,6,ファーガス,牡7,吉井章,大井・月岡健二,差し,29.8,7,6,クリスタ(A2),39.6,484(+3),大井,22,中2週,,,0,フリオーソ,ブライアンズタイム,
8,6,イルヴェント,牡7,達城龍,大井・荒井朋弘,差し,26.6,6,9,クリスタ(A2),40.1,532(-6),大井,22,中2週,,,0,ストロングリターン,ゴールドアリュール,
9,7,フジマサテイオー,牡5,和田譲,大井・久保杉隆,先行,6.9,2,10,プリマヴ(B1),40.5,517(-6),大井,39,中5週,,,0,ホッコータルマエ,シンボリクリスエス,
10,7,リフレクトザムーン,牝5,西優哉,大井・藤田輝信,追込,44.3,9,5,プリマヴ(B1),38.1,479(+3),大井,39,中5週,,,0,ルーラーシップ,Captain Rio,
11,8,イエスウィズキャン,牡6,,大井・堀江仁,差し,10.3,4,3,スターゲ(B3),38.5,565(+3),大井,37,中4週,,,0,デクラレーションオブウォー,ダイワメジャー,
12,8,リョウタスペシャル,牡6,中山遥,浦和・小澤宏次,差し,8.8,3,3,夏初月特(B1B2),38.5,435(-6),浦和,31,中3週,,,0,シニスターミニスター,アグネスタキオン,
