着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,7,カシマショウリュウ,牡3,53.0,▲西優哉,1:15.1,,4,9.1,38.7,大井 澤佳宏,507(-3)
2,7,12,ディアワン,牝3,54.0,安藤洋一,1:15.3,1,1,2.2,38.9,大井 藤田輝信,471(-3)
3,8,13,シャルシェ,牝3,54.0,本田正重,1:15.4,3/4,6,44.0,38.6,大井 高野毅,488(-4)
4,7,11,ナックポピー,牝3,54.0,高橋昭平,1:15.4,クビ,3,5.3,38.3,大井 立花伸,488(+1)
5,3,4,ルイーダ,牝3,51.0,▲小野俊斗,1:16.4,5,12,209.2,39.5,大井 村上頼章,520(-4)
6,8,14,コスケンコルヴァ,牝3,54.0,御神本訓,1:16.7,1.1/2,2,2.4,39.6,大井 鈴木啓之,512(0)
7,2,2,グロリアスワールド,牡3,55.0,☆中山遥人,1:16.9,1.1/4,5,29.4,40.1,大井 佐宗応和,435(-4)
8,3,3,スカイハピネス,牝3,54.0,野畑凌,1:17.5,3,9,120.8,41.1,大井 堀千亜樹,426(+7)
9,6,9,パロットフィッシュ,牝3,54.0,本橋孝太,1:17.6,クビ,8,80.5,39.1,大井 蛯名雄太,439(+1)
10,6,10,パイナップルケーキ,牝3,54.0,田中洸多,1:18.0,2,10,125.6,40.9,大井 小野寺晋,445(+5)
11,4,5,チュウオースカイ,牡3,56.0,瀬川将輝,1:18.4,2,14,489.9,40.9,大井 松浦裕之,479(-1)
12,4,6,ヤマトシーダー,牝3,54.0,F.ゴン,1:18.5,1/2,11,177.9,40.4,大井 久保杉隆,464(-10)
13,5,8,サクラエナジー,牝3,54.0,高野誠毅,1:18.5,クビ,13,365.2,41.0,大井 鷹見浩,424(+8)
14,1,1,キミヲコイシタウ,牝3,54.0,達城龍次,1:18.6,3/4,7,76.7,41.8,大井 久保杉隆,475(0)
