コーナー,通過順
1コーナー,"10,1,4,2,5,7,(3,9),6,8"
2コーナー,"10,1,4,2,5,7,9,3,6,8"
3コーナー,"10,(1,7),2,(4,5),9,3,6,8"
4コーナー,"(10,1),7,2,5,4,(3,9),8,6"
