着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,11,グレーターホープ,牡6,56.0,吉井章,1:56.4,,1,1.7,37.7,大井 月岡健二,434(-2)
2,3,3,ヤマニンエボルブ,牡4,56.0,笹川翼,1:56.8,2,3,5.7,38.1,大井 真島大輔,458(-8)
3,7,10,リバイブメイラード,セ4,53.0,▲西優哉,1:57.5,3.1/2,7,18.4,38.8,大井 大宮和也,446(-3)
4,8,12,フェアクラウド,牡5,56.0,矢野貴之,1:58.0,2.1/2,4,13.2,38.6,大井 高橋清顕,478(-5)
5,7,9,シャークウォーニン,牡8,56.0,和田譲治,1:58.1,1/2,6,18.1,38.5,大井 佐宗応和,476(+1)
6,5,6,チマル,セ4,56.0,安藤洋一,1:58.3,3/4,2,4.8,39.3,大井 藤田輝信,469(+2)
7,5,5,ビーンスモークモカ,牝4,54.0,達城龍次,1:58.5,1,5,14.2,39.4,大井 宗形竹見,465(-4)
8,4,4,ショーシャンク,セ5,53.0,▲木澤奨,1:59.2,3.1/2,8,25.3,40.1,大井 吉井竜一,470(0)
9,6,8,コスモギンガ,牝9,54.0,田中洸多,1:59.9,3.1/2,9,159.2,40.0,大井 小野寺晋,482(0)
10,6,7,フロウオブタイム,牝4,54.0,東原悠善,2:00.0,3/4,11,415.6,40.1,大井 佐々木洋,479(-3)
11,2,2,カルデア,牡5,56.0,千田洋,2:00.3,1.1/2,10,162.3,40.7,大井 村上頼章,468(+5)
12,1,1,ベアウェイトゥゴー,牝5,54.0,遠藤健太,2:01.2,4,12,568.9,40.5,大井 佐々木忠,487(-3)
