着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,10,ショーシャンク,セ5,56.0,達城龍次,2:13.4,,3,3.9,38.5,大井 吉井竜一,476(+2)
2,3,3,ハックルベリー,牡4,56.0,藤田凌,2:13.6,3/4,2,3.8,38.6,大井 佐野謙二,512(+6)
3,8,12,ライシアム,牡5,56.0,瀬川将輝,2:13.6,クビ,1,3.7,38.4,大井 月岡健二,459(-5)
4,5,6,ベクトルマッハ,牡4,56.0,江里口裕,2:13.7,クビ,4,5.6,38.9,大井 上杉昌宏,500(+2)
5,1,1,ルトラセ,セ6,56.0,菅原涼太,2:13.9,1.1/4,10,102.9,38.9,大井 荒井朋弘,516(+1)
6,2,2,ポジターノ,牝4,51.0,▲高橋優,2:14.3,2,9,96.6,39.5,大井 澤佳宏,441(+3)
7,8,11,シャークウォーニン,牡8,55.0,☆中山遥人,2:14.4,1/2,5,7.6,39.2,大井 佐宗応和,465(-1)
8,4,4,チュイション,牡8,53.0,▲杉山海波,2:14.5,クビ,8,89.3,38.9,大井 赤嶺本浩,506(+2)
9,7,9,ユイノガリクソン,牡4,56.0,東原悠善,2:14.5,ハナ,7,29.6,39.3,大井 澤佳宏,424(+2)
10,6,7,ミツカネマーズ,牡6,56.0,和田譲治,2:15.4,4,6,11.0,39.9,大井 松浦裕之,517(+1)
11,6,8,ベアウェイトゥゴー,牝5,54.0,高橋昭平,2:16.6,6,11,142.0,41.0,大井 佐々木忠,486(+1)
取消,5,5,ファーストフラワー,牝5,54.0,吉井章,,,,,,大井 月岡健二,
