着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,ヴィクティファルス,セ8,56.0,笹川翼,1:54.2,,1,2.0,37.8,大井 藤田輝信,482(-1)
2,7,12,ヒーローコール,牡6,57.0,安藤洋一,1:54.3,1/2,4,6.3,38.3,浦和 小久保智,512(-4)
3,3,5,マウンテンローレル,牡4,56.0,矢野貴之,1:54.8,2.1/2,3,6.0,38.4,大井 福田真広,482(+1)
4,1,1,パッションクライ,牡5,56.0,張田昂,1:54.8,アタマ,2,5.5,38.9,大井 高野毅,500(-8)
5,3,4,セイカメテオポリス,牡8,56.0,和田譲治,1:55.2,2,9,40.8,38.4,大井 渡辺和雄,540(-3)
6,6,10,オーシンロクゼロ,牡5,54.0,吉井章,1:55.5,1.1/2,10,48.4,37.9,大井 朝倉実,555(0)
7,2,3,ナスティウェザー,牡5,56.0,西啓太,1:55.6,クビ,5,10.0,39.7,大井 坂井英光,481(+17)
8,4,7,ビヨンドザファザー,牡7,56.0,御神本訓,1:55.6,アタマ,7,31.2,38.2,大井 藤田輝信,519(+3)
9,8,15,ハデスキーパー,牡8,56.0,藤田凌,1:55.7,1/2,6,30.5,38.6,大井 堀千亜樹,520(+4)
10,6,11,キタノリューオー,牡8,56.0,野畑凌,1:56.1,2,8,34.9,38.5,大井 福田真広,480(-8)
11,8,14,ハイエストエンド,セ9,56.0,本橋孝太,1:56.4,1.1/2,11,94.4,39.3,船橋 張田京,501(-3)
12,2,2,グランデマーレ,牡9,56.0,本村直樹,1:56.4,アタマ,12,297.9,39.3,大井 高岩孝敏,511(-2)
13,4,6,ハイエストポイント,牡8,54.0,菅原涼太,1:56.6,3/4,13,359.2,39.8,大井 橋本和馬,460(+1)
14,5,8,マースインディ,牡11,56.0,藤本現暉,1:56.6,クビ,14,615.8,39.2,大井 阪本一栄,484(-1)
15,7,13,ウインリブルマン,牡8,51.0,▲高橋優,1:59.1,大,15,632.4,41.1,大井 赤嶺本浩,518(0)
