券種,組み合わせ,配当,人気
単勝,5,130,1
複勝,5,100,1
複勝,1,130,2
複勝,4,190,4
枠連,1-4,390,1
馬連,1-5,410,1
ワイド,1-5,220,1
ワイド,4-5,230,2
ワイド,1-4,800,10
馬単,5-1,490,1
3連複,1-4-5,1000,1
3連単,5-1-4,2560,3
