券種,組み合わせ,配当,人気
単勝,8,640,4
複勝,8,240,4
複勝,4,290,5
複勝,12,890,11
枠連,4-6,2350,14
馬連,4-8,3190,12
ワイド,4-8,1360,19
ワイド,8-12,1820,26
ワイド,4-12,4110,46
馬単,8-4,6600,22
3連複,4-8-12,18600,70
3連単,8-4-12,89060,313
