コーナー,通過順
2コーナー,"3,(1,4),6,7,(5,8,10,12),9,2,13,11,14"
3コーナー,"(3,1),(4,6)-(5,7),10,(8,12),(9,2)-(11,13)-14"
4コーナー,"3,1-(4,6),10,5,7,(8,12),(9,2)-11,13,14"
