券種,組み合わせ,配当,人気
単勝,6,100,1
複勝,6,110,1
複勝,9,220,5
複勝,8,150,3
枠連,6-8,180,1
馬連,6-9,530,2
ワイド,6-9,190,2
ワイド,6-8,180,1
ワイド,8-9,580,7
馬単,6-9,570,2
3連複,6-8-9,800,2
3連単,6-9-8,1940,5
