着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,バーバリオン,牡3,56.0,安藤洋一,1:13.5,,1,1.7,38.7,大井 坂井英光,456(+7)
2,5,6,サヨナキドリ,牡3,57.0,笹川翼,1:14.0,2.1/2,2,2.6,39.0,大井 真島大輔,479(-2)
3,5,7,ドライブミーホーム,牡3,57.0,矢野貴之,1:14.5,2.1/2,4,14.5,37.8,大井 橋本和馬,429(+2)
4,7,11,アメジストハート,牝3,51.0,▲高橋優,1:15.1,3,12,328.7,39.4,大井 渡辺和雄,457(-3)
5,1,1,ノーブルオーディン,牡3,56.0,藤田凌,1:15.1,アタマ,7,82.3,39.0,大井 佐野謙二,457(+5)
6,7,10,トニーオーシャンズ,牡3,56.0,町田直希,1:15.1,ハナ,9,116.1,38.1,大井 村上頼章,435(-6)
7,6,9,ゴルトフェニックス,牡3,56.0,江里口裕,1:15.3,1,5,50.9,38.9,大井 市村誠,504(-7)
8,4,4,ジューンアカデミー,牝3,54.0,達城龍次,1:15.4,クビ,8,84.9,39.0,大井 鈴木啓之,420(-8)
9,4,5,クロチャダル,牡3,56.0,石川倭,1:15.5,3/4,13,370.3,39.4,大井 赤嶺本浩,434(+3)
10,8,13,ヒガシナデシコ,牝3,54.0,本田正重,1:16.2,3.1/2,6,53.1,40.5,大井 福永敏,497(+17)
11,6,8,シンプウエース,牡3,56.0,吉井章,1:16.2,アタマ,10,180.5,39.0,大井 荒井朋弘,426(-6)
12,8,12,ザレインソング,牝3,51.0,▲杉山海波,1:17.8,8,11,255.8,42.2,大井 村上頼章,425(+7)
13,2,2,チリンドリベント,牡3,57.0,和田譲治,1:24.8,大,3,7.5,50.1,大井 中道啓二,510(0)
