券種,組み合わせ,配当,人気
単勝,6,6120,10
複勝,6,930,11
複勝,12,410,6
複勝,7,120,1
枠連,5-8,3280,11
馬連,6-12,22720,40
ワイド,6-12,5270,47
ワイド,6-7,1650,19
ワイド,7-12,790,7
馬単,6-12,62930,94
3連複,6-7-12,11890,39
3連単,6-12-7,248640,508
