着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,5,リッチバンケット,牝4,53.0,☆中山遥人,1:14.9,,6,14.9,39.3,大井 鈴木啓之,423(-2)
2,6,9,イロンデル,牡5,56.0,高野誠毅,1:14.9,クビ,3,6.0,37.9,大井 高橋清顕,499(-1)
3,8,14,ヨシノリラ,牝4,54.0,中村尚平,1:15.2,1.1/2,10,53.3,39.6,大井 渡辺和雄,494(0)
4,8,13,インペリオ,牡5,56.0,安藤洋一,1:15.3,1/2,12,54.4,38.8,大井 小野寺晋,468(0)
5,5,8,シャンペートル,牡5,56.0,達城龍次,1:15.5,1.1/4,1,3.1,39.6,大井 納谷和玖,509(+3)
6,3,4,リコーステアー,牝6,54.0,本田正重,1:15.5,ハナ,5,10.3,38.8,大井 蛯名雄太,464(+1)
7,2,2,カガヤキスバル,牡9,56.0,高橋昭平,1:15.7,1.1/4,11,53.4,38.9,大井 立花伸,463(-1)
8,7,11,タカノドリーム,牡7,56.0,矢野貴之,1:16.2,2.1/2,2,4.0,40.0,大井 栗田裕光,506(0)
9,5,7,カッタラキマセン,牝4,54.0,吉原寛人,1:16.5,1.3/4,7,14.9,39.1,大井 福永敏,452(-2)
10,3,3,チュウオーハグラー,牡4,56.0,千田洋,1:16.6,1/2,14,129.1,40.2,大井 松浦裕之,481(-2)
11,1,1,チェイスザファイア,セ4,53.0,▲高橋優,1:17.0,2,4,7.8,40.8,大井 渡辺和雄,503(+8)
12,7,12,マイネルサンテ,牡6,56.0,鷹見陸,1:17.4,2,8,16.9,41.6,大井 宗形竹見,513(+1)
13,4,6,ノーブルゼファー,牝4,54.0,瀬川将輝,1:17.5,1/2,13,71.5,41.9,大井 月岡健二,436(0)
14,6,10,サカベンクイーン,牝7,54.0,藤本現暉,1:18.2,3.1/2,9,36.2,41.9,大井 赤嶺亮,488(-1)
