券種,組み合わせ,配当,人気
単勝,3,100,1
複勝,3,100,1
複勝,7,140,2
馬連,3-7,200,1
ワイド,3-7,120,1
ワイド,3-5,360,7
ワイド,5-7,750,10
馬単,3-7,230,1
3連複,3-5-7,800,4
3連単,3-7-5,1430,5
