着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,9,ドウジギリ,牡4,55.0,☆中山遥人,2:08.7,,6,15.0,40.5,大井 福永敏,477(-5)
2,8,11,ヴュルディヒ,牡4,56.0,和田譲治,2:08.9,1.1/4,2,4.3,39.4,大井 米田英世,488(+2)
3,3,3,リックマーベル,牡8,55.0,☆佐野遥久,2:10.5,8,8,25.5,39.0,大井 須田和伸,480(+6)
4,6,7,ゲールタクト,牡5,55.0,☆谷内貫太,2:10.8,1.1/2,9,32.0,41.0,大井 月岡健二,461(+3)
5,4,4,マイネルオデーサ,セ5,56.0,東原悠善,2:11.0,1,4,12.1,41.0,大井 赤嶺本浩,445(+1)
6,5,6,レペンテ,牝4,54.0,菅原涼太,2:11.0,アタマ,11,207.9,40.5,大井 栗田泰昌,409(0)
7,8,12,グッドボーイ,セ7,56.0,高野誠毅,2:12.6,8,10,114.4,42.3,大井 納谷和玖,464(-3)
8,2,2,ジーゲル,セ5,56.0,高橋昭平,2:13.0,2,12,373.6,42.7,大井 佐々木忠,401(0)
9,5,5,ペイシャコパ,牝5,54.0,西啓太,2:13.8,4,5,13.8,44.4,大井 田中正人,486(+4)
10,6,8,エスプリブルズアイ,牡7,56.0,鷹見陸,2:14.8,5,3,6.7,44.8,大井 澤佳宏,474(+2)
11,1,1,ヨシイチ,牡6,55.0,☆及川烈,2:14.9,1/2,1,1.9,44.9,大井 吉井竜一,500(-3)
12,7,10,リュミエール,セ8,56.0,藤本現暉,2:19.3,大,7,19.7,47.4,大井 福永敏,473(-4)
