券種,組み合わせ,配当,人気
単勝,16,290,1
複勝,16,160,2
複勝,4,530,8
複勝,5,180,3
枠連,2-8,2660,11
馬連,4-16,5330,19
ワイド,4-16,1460,18
ワイド,5-16,440,3
ワイド,4-5,2200,22
馬単,16-4,6910,23
3連複,4-5-16,9790,31
3連単,16-4-5,49650,150
