馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アウフヴィント,牝4,岡村健,大井・嶋田幸晴,差し,119.8,12,11,C2六 (C2七),41.2,540(+9),大井,19,中2週,,,0,ドレフォン,Azamour,
2,2,マジックタイプ,牡4,Ｆ．ゴ,大井・久保杉隆,差し,91.4,11,5,C2六 (C2七),38.7,476(+3),大井,19,中2週,,,0,ミッキーロケット,ハーツクライ,
3,3,コロラドフォンテン,牡5,杉山海,大井・井上弘之,差し,16.2,7,6,C2六 (C2七),41.0,479(-3),大井,19,中2週,,,0,レーヴミストラル,ステイゴールド,
4,3,エムティキング,牡4,谷内貫,大井・的場直之,差し,4.1,2,2,C2六 (C2七),40.2,451(-6),大井,19,中2週,,,0,アドマイヤマーズ,キングカメハメハ,
5,4,ゴーディアンノット,セ5,安藤洋,大井・鷹見浩,差し,13.2,6,4,C2六 (C2七),38.9,467(-2),大井,19,中2週,,,0,レイデオロ,ジャングルポケット,
6,4,エキゾチックガール,牝4,本田正,大井・栗田裕光,差し,21.9,9,5,はくちょ(C2),40.2,420(-2),大井,21,中2週,,,0,ダノンバラード,ブライアンズタイム,
7,5,ユイノサンバンカン,牡5,東原悠,大井・庄子昭彦,差し,179.4,13,6,ミッドサ(C2),41.6,460(-9),大井,17,中1週,,,0,アンライバルド,キャプテンスティーヴ,
8,5,ペイシャキセキ,牝4,笹川翼,大井・福田真広,差し,3.2,1,3,C2六 (C2七),41.1,492(-8),大井,19,中2週,,,0,オーヴァルエース,フジキセキ,
9,6,ニシノコヌカアメ,牝4,西優哉,大井・市村誠,逃げ,6.3,4,1,エバ・グ(C2),40.5,460(+1),大井,20,中2週,,,0,サンダースノー,スペシャルウィーク,
10,6,フェアクラウド,牡5,藤本現,大井・高橋清顕,差し,11.4,5,3,C2九 十,39.8,477(-1),大井,43,中5週,,,0,ロージズインメイ,キングカメハメハ,
11,7,コーゲンマース,牡6,千田洋,大井・井上弘之,追込,205.9,14,10,ミント・(C2四),40.6,432(+1),大井,16,中1週,,,0,インカンテーション,アドマイヤマックス,
12,7,シルエットライド,セ4,新原周,大井・蛯名雄太,差し,48.1,10,9,C2二 (C2三),41.5,457(+5),大井,124,中17週,,,0,メイショウボーラー,ブライアンズタイム,
13,8,ベラジオルークン,セ4,矢野貴,大井・福田真広,差し,5.6,3,7,しながわ(C2三),38.5,470(-10),大井,271,中38週,,Y,0,ルヴァンスレーヴ,ゴールドアリュール,
14,8,ジーニーキック,セ4,吉井章,大井・吉井竜一,差し,21.8,8,4,C2六 (C2七),41.4,484(+6),大井,19,中2週,,,0,サトノアラジン,Tapit,
