馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,キタノライジン,牡5,西啓太,大井・福田真広,差し,3.2,2,2,C1二 (C1三),38.0,517(-1),大井,20,中2週,,,0,ホッコータルマエ,ヘクタープロテクター,
2,2,ビッティンキバラ,牡5,藤田凌,大井・佐野謙二,追込,70.2,8,12,丸の内坂(B3),37.6,535(+2),大井,20,中2週,,,0,マジェスティックウォリアー,ジャングルポケット,
3,3,シューボーイ,牡4,和田譲,大井・佐野謙二,差し,254.3,11,16,丸の内坂(B3),38.0,507(+5),大井,20,中2週,,,0,シャンハイボビー,プリサイスエンド,
4,4,ヴァンビー,セ5,石川倭,大井・上杉昌宏,差し,51.4,7,15,丸の内坂(B3),39.2,508(+5),大井,20,中2週,,,0,シャンハイボビー,アグネスタキオン,
5,5,レジェンドウェイ,セ5,吉井章,大井・鈴木啓之,先行,14.9,5,11,丸の内坂(B3),38.8,470(-4),大井,20,中2週,,,0,ダノンレジェンド,サウスヴィグラス,
6,6,グレッチャー,牡7,吉村智,大井・高野毅,差し,1.9,1,4,丸の内坂(B3),37.5,562(+8),大井,20,中2週,,,0,ラニ,パントレセレブル,
7,6,ヴァルタリ,牡5,福原杏,大井・阪本一栄,追込,128.7,9,9,丸の内坂(B3),38.2,520(-12),大井,20,中2週,,,0,トランセンド,エンパイアメーカー,
8,7,ヘクトプリンセス,牝5,谷内貫,大井・嶋田幸晴,差し,184.8,10,8,丸の内坂(B3),38.0,432(+2),大井,20,中2週,,,0,ダノンレジェンド,ブライアンズタイム,
9,7,トーケンレナン,牡5,千田洋,大井・松浦裕之,逃げ,16.0,6,7,丸の内坂(B3),38.7,482(-5),大井,20,中2週,,,0,スノードラゴン,キングカメハメハ,
10,8,ゴーゴーイーグルス,牝4,矢野貴,大井・橋本和馬,差し,6.9,3,3,C1二 (C1三),37.4,438(-1),大井,20,中2週,,,0,カリフォルニアクローム,マヤノトップガン,
11,8,バレル,牡7,達城龍,大井・堀江仁,差し,9.3,4,5,丸の内坂(B3),38.1,477(-1),大井,20,中2週,,,0,シルバーステート,プリサイスエンド,
