コーナー,通過順
1コーナー,"10,(11,12),13,(1,5,8),14,(3,9),6,4,2"
2コーナー,"10,11,12,13,1,5,8,14,3,9,6,4,2"
3コーナー,"10,11,12,13,8,5,2,1,14,9,3,6,4"
4コーナー,"10,11,12,13,8,2,5,14,1,9,3,6,4"
