券種,組み合わせ,配当,人気
単勝,12,230,1
複勝,12,130,2
複勝,2,130,1
複勝,6,380,7
枠連,2-7,540,1
馬連,2-12,530,1
ワイド,2-12,310,1
ワイド,6-12,860,10
ワイド,2-6,1350,17
馬単,12-2,780,1
3連複,2-6-12,3430,9
3連単,12-2-6,7380,12
