券種,組み合わせ,配当,人気
単勝,8,100,1
複勝,8,100,1
複勝,3,130,3
複勝,7,120,2
枠連,3-7,290,1
馬連,3-8,290,1
ワイド,3-8,150,1
ワイド,7-8,150,2
ワイド,3-7,400,5
馬単,8-3,310,1
3連複,3-7-8,440,1
3連単,8-3-7,990,2
