馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,スイヘイセン,牡5,佐野遥,大井・阪本一栄,差し,13.2,6,4,C3七 八,38.9,489(-4),大井,14,中1週,,,0,ベストウォーリア,ネオユニヴァース,
2,2,ソフィアトート,牝5,菅原涼,大井・堀千亜樹,差し,235.4,12,8,C3三,42.1,433(0),大井,89,中12週,,,0,ファインニードル,Sadler's Wells,
3,3,ザゴート,牝6,杉山海,大井・荒井朋弘,差し,4.6,2,6,C3七 八,38.9,457(-6),大井,14,中1週,,,0,コパノリッキー,アドマイヤムーン,
4,4,ジェムストンパワー,牡4,中山遥,大井・栗田裕光,差し,73.9,10,12,C3七 八,39.7,443(-2),大井,14,中1週,,,0,レーヴミストラル,ネオユニヴァース,
5,4,シャムトラダイコウ,牝7,達城龍,大井・渡部則夫,差し,46.3,9,7,C3七 八,41.4,527(+6),大井,14,中1週,,,0,トゥザグローリー,タイキシャトル,
6,5,ストロングフレイヤ,牝6,藤本現,大井・蛯名雄太,差し,3.7,1,1,C3九,38.7,442(-1),大井,14,中1週,,,0,オルフェーヴル,キングカメハメハ,
7,5,オールエクシード,牝5,山林堂,大井・小野寺晋,差し,233.4,11,13,C3七 八,39.1,483(-5),大井,14,中1週,,,0,パイロ,Scat Daddy,
8,6,ダーカザンブラック,牝4,笹川翼,大井・福田真広,差し,4.8,4,7,C3七 八,38.8,469(-5),大井,14,中1週,,,0,サートゥルナーリア,ハーツクライ,
9,6,フェアリーマイア,牝6,高橋優,大井・村上頼章,差し,13.8,7,3,C3七 八,37.6,409(-3),大井,14,中1週,,,0,レインボーライン,キャプテンスティーヴ,
10,7,ルカリリ,牝5,安藤洋,大井・田中正人,先行,7.4,5,11,C3七 八,39.4,491(0),大井,14,中1週,,,0,マインドユアビスケッツ,タイキシャトル,
11,7,アンパオ,牝5,横川怜,大井・久保杉隆,差し,361.0,13,7,C3五 六,39.2,426(+3),大井,13,中1週,,,0,ホッコータルマエ,ヘニーヒューズ,
12,8,レッドフローガ,セ6,千田洋,大井・松浦裕之,差し,4.7,3,9,C3一 二,39.6,460(-7),大井,167,中23週,,,0,ロードカナロア,アグネスタキオン,
13,8,リュウグウノユメ,牝4,野畑凌,大井・橋本和馬,先行,44.2,8,5,C3七 八,39.1,438(-4),大井,14,中1週,,,0,キタサンミカヅキ,サウスヴィグラス,
