馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,リトルビッグホーン,セ5,御神本,大井・渡辺和雄,差し,4.4,2,3,オフト後(B2),37.9,451(+3),大井,63,中8週,,,0,キンシャサノキセキ,シングスピール,
2,2,ダヴァンティ,牝5,張田昂,浦和・小久保智,逃げ,28.0,10,6,,38.9,491(-2),浦和,19,中2週,,,0,ダノンレジェンド,ワークフォース,
3,3,クレールジャック,牡6,吉井章,大井・的場直之,差し,4.9,3,1,サマート(B2B3),37.5,469(-6),大井,18,中2週,,,0,ノボジャック,オレハマッテルゼ,
4,3,ウインドフレイバー,牡6,町田直,浦和・繁田健一,差し,12.1,6,4,葉月特別(B1B2),38.8,482(-1),浦和,24,中2週,,,0,マクフィ,シンボリクリスエス,
5,4,タケシ,牡5,野畑凌,大井・的場直之,差し,9.3,4,5,春風賞競(B1B2),37.5,460(+5),大井,122,中16週,,,0,ディーマジェスティ,サウスヴィグラス,
6,4,サッキーミツグ,牡5,高橋昭,大井・立花伸,先行,23.6,9,1,葉月賞競(B1),37.5,475(+2),大井,17,中1週,,,0,スマートファルコン,サウスヴィグラス,
7,5,ゴールドジャッジ,牡7,鷹見陸,大井・立花伸,差し,96.8,13,5,葉月賞競(B1),38.2,504(-2),大井,17,中1週,,,0,エスポワールシチー,スターリングローズ,
8,5,オーシンハーフ,セ5,和田譲,浦和・小久保智,追込,11.0,5,5,葉月特別(B1B2),37.9,460(-3),浦和,24,中2週,,,2,シニスターミニスター,キングカメハメハ,
9,6,サブノハクタカ,牡8,藤本現,大井・鷹見浩,追込,378.9,14,7,葉月賞競(B1),38.4,491(+2),大井,17,中1週,,,0,クロフネ,アルデバランII,
10,6,コスモソンジュ,牡5,小野俊,大井・宗形竹見,差し,48.1,11,2,サマート(B2B3),37.0,443(-1),大井,18,中2週,,,0,ロージズインメイ,マイネルラヴ,
11,7,プレストステラ,牡6,本橋孝,大井・鷹見浩,先行,3.1,1,3,葉月賞競(B1),37.4,495(-2),大井,17,中1週,,,0,アポロキングダム,ナスダックパワー,
12,7,トゥースパークル,牡8,Ｆ．ゴ,大井・藤田輝信,差し,18.2,7,3,ロマンテ(B1),37.6,507(+5),大井,61,中8週,,,0,アジアエクスプレス,フジキセキ,
13,8,オリージネアリア,牝4,笹川翼,大井・福永敏,差し,19.2,8,8,葉月特別(B1B2),39.8,449(-4),浦和,24,中2週,,,0,ディスクリートキャット,ゴールドアリュール,
14,8,マイネルボンバー,牡6,藤田凌,大井・阪本一栄,逃げ,65.8,12,8,サードニ(B1B2),41.8,486(-2),大井,14,中1週,,,0,コパノリッキー,Hesabull,
