券種,組み合わせ,配当,人気
単勝,4,2340,6
複勝,4,480,7
複勝,7,230,3
複勝,2,290,5
枠連,3-5,2720,12
馬連,4-7,3700,15
ワイド,4-7,1160,13
ワイド,2-4,1290,16
ワイド,2-7,530,5
馬単,4-7,8970,29
3連複,2-4-7,4600,15
3連単,4-7-2,42160,129
