券種,組み合わせ,配当,人気
単勝,1,300,1
複勝,1,160,1
複勝,10,360,6
複勝,3,380,7
枠連,1-7,570,1
馬連,1-10,2070,8
ワイド,1-10,720,7
ワイド,1-3,770,9
ワイド,3-10,1870,24
馬単,1-10,3350,15
3連複,1-3-10,5110,20
3連単,1-10-3,22920,88
