着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,エンリッチザハート,牡3,56.0,石川倭,1:15.9,,1,1.8,38.4,大井 的場直之,545(+15)
2,5,6,ルビーマーベル,牡3,56.0,吉井章,1:16.2,1.1/2,3,6.2,39.3,大井 立花伸,516(+1)
3,7,10,ハヤテノシンノスケ,牡3,56.0,桑村真明,1:16.3,1/2,5,16.0,39.0,大井 高野毅,454(0)
4,7,9,アネラリノ,牡3,56.0,安藤洋一,1:16.3,ハナ,4,10.3,37.7,大井 渡辺和雄,500(-2)
5,8,12,トキオゴリン,牡3,56.0,瀬川将輝,1:16.6,1.3/4,11,322.2,39.4,大井 朝倉実,450(0)
6,5,5,アイドルショー,牝3,51.0,▲高橋優,1:16.6,アタマ,8,76.8,39.5,大井 渡辺和雄,455(-2)
7,4,4,ハッピーワイド,牡3,56.0,服部茂史,1:17.0,2,10,206.9,38.9,大井 渡部則夫,505(+1)
8,6,7,ジーティークィーン,牝3,54.0,矢野貴之,1:17.0,アタマ,2,3.9,40.3,大井 中道啓二,438(+3)
9,6,8,カチョカヴァロ,牡3,55.0,☆谷内貫太,1:17.1,3/4,9,78.6,38.8,大井 市村誠,453(-3)
10,2,2,バラミブンダ,牝3,54.0,西啓太,1:17.1,ハナ,7,29.3,40.2,大井 田中正人,413(0)
11,8,11,タイセイディエティ,牝3,54.0,千田洋,1:17.2,クビ,6,17.5,40.4,大井 松浦裕之,456(-2)
除外,1,1,プリモスフィーダ,牡3,56.0,笹川翼,,,,,,大井 米田英世,537(-7)
