着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,グーデンドラーク,牡7,56.0,御神本訓,1:39.6,,1,2.8,39.0,大井 村上頼章,529(-1)
2,7,7,エイシンピストン,牡8,56.0,安藤洋一,1:39.9,1.3/4,5,10.0,37.2,大井 藤田輝信,475(+3)
3,1,1,アレスグート,牡4,56.0,矢野貴之,1:39.9,ハナ,4,6.0,37.6,大井 月岡健二,476(-7)
4,3,3,リコールガー,牡6,56.0,和田譲治,1:39.9,アタマ,2,3.3,39.3,大井 荒山勝徳,533(-4)
5,8,9,ケテンドリーム,牝5,54.0,笹川翼,1:40.0,クビ,6,11.0,38.5,大井 上杉昌宏,492(+4)
6,5,5,ベニッシモ,セ7,56.0,菅原涼太,1:41.1,5,9,121.5,40.0,大井 堀千亜樹,473(+3)
7,6,6,エコロマーズ,牡5,55.0,☆中山遥人,1:41.8,3.1/2,8,83.3,40.7,大井 高橋清顕,498(-3)
8,2,2,ショウナンカブト,セ6,56.0,西啓太,1:42.1,1.1/2,7,22.0,41.4,大井 坂井英光,530(-3)
9,7,8,パーティーベル,牡7,56.0,鷹見陸,1:44.6,大,10,184.1,41.6,大井 大宮和也,465(+4)
10,8,10,トーセンサウダージ,牡6,56.0,本田正重,1:44.8,1,3,5.7,43.5,浦和 小久保智,533(+3)
